cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1557424046;Natalia Gutierrez;38;anamartinez990@gmail.com;3093206232;true;true;false;policia;false;true;false;true;true;848;Santa Marta;Manizales;false;porvenir;null
1368881746;Camila Lopez;52;anahernandez294@gmail.com;3061274761;true;true;true;armada;true;true;true;true;true;1226;Barranquilla;Cali;false;colfondos;null
1262933839;Natalia Martinez;71;camilaortiz983@gmail.com;3128086555;true;false;true;inpec;true;true;false;true;true;198;Manizales;Barranquilla;true;oldmutual;null
1349200929;Ana Aristizabal;50;davidgonzalez801@gmail.com;3134020984;true;true;false;policia;false;true;true;true;false;932;Armenia;Pereira;false;porvenir;null
1740007326;Esteban Gonzalez;53;mercedezmartinez10@gmail.com;3026738245;true;false;false;minsalud;false;false;true;false;true;122;Medellín;Santa Marta;true;colfondos;null
1247830754;Camila Ramirez;51;mercedezortiz513@gmail.com;3170395920;false;true;true;mininterior;false;false;false;true;false;573;Bogotá;Cartagena;true;porvenir;null
1784280985;Camila Gonzalez;40;nataliagutierrez913@gmail.com;3091983279;true;true;true;inpec;true;false;false;true;true;1078;Bogotá;Bucaramanga;true;porvenir;null
1684703250;Mercedez Gonzalez;36;sebastianarango383@gmail.com;3116515089;false;false;false;armada;false;true;true;true;false;1274;Medellín;Cali;true;proteccion;null
1682903004;Daniela Hernandez;89;ludwingonzalez322@gmail.com;3050402434;false;false;false;mininterior;true;true;true;true;false;873;Cartagena;Santa Marta;false;extranjero;null
1015021867;Ludwin Arango;77;ludwinmartinez957@gmail.com;3091521977;false;false;true;mininterior;true;false;true;false;true;518;Cúcuta;Manizales;true;proteccion;null
1671595368;Esteban Ramirez;65;sebastiangonzalez939@gmail.com;3078593765;true;false;true;minsalud;true;false;false;false;true;1033;Cali;Pereira;true;extranjero;null
1697146262;Juan Ramirez;59;mercedezortiz440@gmail.com;3050501842;false;true;false;mininterior;true;false;true;true;false;868;Medellín;Santa Marta;false;oldmutual;null
1751632216;Ana Aristizabal;73;luisramirez763@gmail.com;3009868769;true;true;false;inpec;true;true;false;false;false;242;Barranquilla;Cúcuta;true;extranjero;null
