cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1554628874;Antonia Ramirez;86;mercedezhernandez276@gmail.com;3166022506;false;false;true;policia;true;true;true;false;true;246;Bucaramanga;Cali;false;colfondos;null
1550659253;Sebastian Hernandez;81;estebanortiz60@gmail.com;3068840275;true;true;false;armada;true;true;true;true;false;621;Manizales;Armenia;false;oldmutual;null
1301804531;Sebastian Ortiz;63;analopez839@gmail.com;3166153557;true;false;true;mininterior;true;false;true;false;true;929;Cartagena;Cartagena;false;oldmutual;null
1336997912;Daniela Figueroa;69;anamartinez237@gmail.com;3103871592;true;true;true;mininterior;false;false;false;true;false;782;Cali;Cartagena;false;porvenir;null
1044085734;Natalia Ramirez;54;luislopez101@gmail.com;3114518291;false;true;true;policia;true;false;true;true;true;1152;Cali;Bogotá;true;extranjero;null
1843845356;Ludwin Martinez;87;mercedezortiz110@gmail.com;3045139840;true;false;true;armada;true;false;false;true;false;110;Cartagena;Cúcuta;false;colfondos;null
1802983239;Esteban Lopez;82;davidortiz93@gmail.com;3063370744;true;true;false;mininterior;false;true;true;false;true;457;Armenia;Medellín;false;colfondos;null
1042595075;Juan Arango;56;estebanarango921@gmail.com;3156312891;true;false;true;minsalud;false;true;false;false;false;1256;Manizales;Barranquilla;false;oldmutual;null
1708378502;Sebastian Gutierrez;24;mercedezhernandez458@gmail.com;3102320979;false;true;false;inpec;true;true;true;true;false;455;Santa Marta;Manizales;false;proteccion;null
1201438526;Ana Ortiz;34;danielaarango589@gmail.com;3158651399;true;false;true;armada;false;true;false;true;true;762;Armenia;Cartagena;true;porvenir;null
1240021754;Esteban Lopez;18;camilamartinez357@gmail.com;3109941867;false;true;false;policia;true;false;true;false;false;542;Pereira;Pereira;true;porvenir;null
1056191516;Mercedez Aristizabal;70;mercedezfigueroa322@gmail.com;3136813603;true;true;true;minsalud;true;true;true;false;true;688;Cartagena;Medellín;true;extranjero;null
1836266138;Mercedez Arango;31;anaortiz684@gmail.com;3035286155;false;true;false;mininterior;false;true;true;true;true;537;Cali;Cartagena;true;oldmutual;null
1357112138;Ludwin Ortiz;84;nataliaortiz328@gmail.com;3163569892;true;true;true;mininterior;false;true;false;true;false;1186;Cartagena;Manizales;true;proteccion;null
1350449876;Ana Gonzalez;50;luisortiz830@gmail.com;3018225294;false;true;false;mininterior;true;false;false;false;true;707;Medellín;Cartagena;false;extranjero;null
1533236896;Ludwin Aristizabal;74;mercedezfigueroa193@gmail.com;3011771895;true;true;true;minsalud;false;false;false;false;false;1261;Cartagena;Barranquilla;true;proteccion;null
1621041884;Natalia Gonzalez;50;estebangonzalez137@gmail.com;3176623415;true;false;true;mininterior;false;true;false;false;true;1100;Armenia;Bogotá;false;colfondos;null
