cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1876443317;Camila Ramirez;19;ludwinramirez152@gmail.com;3057132911;true;true;true;minsalud;true;false;false;false;true;646;Medellín;Pereira;true;proteccion;null
1626734315;Camila Ortiz;90;nataliafigueroa808@gmail.com;3160137162;true;true;true;armada;true;false;false;false;false;300;Manizales;Barranquilla;false;colfondos;null
1846020635;Antonia Ortiz;90;estebanlopez958@gmail.com;3183738396;false;false;true;policia;true;true;true;true;true;880;Cúcuta;Cúcuta;true;porvenir;null
1233452849;Camila Arango;75;anaramirez190@gmail.com;3015654751;false;true;true;inpec;false;false;true;true;false;413;Bogotá;Manizales;true;proteccion;null
1695312269;Sebastian Gonzalez;53;davidfigueroa449@gmail.com;3041268373;false;false;true;mininterior;false;false;false;false;false;510;Cúcuta;Cartagena;false;extranjero;null
1160670064;Juan Figueroa;55;antoniafigueroa687@gmail.com;3016271951;false;false;false;mininterior;false;true;false;true;true;530;Armenia;Pereira;false;colfondos;null
1619044860;Mercedez Ramirez;76;antoniamartinez763@gmail.com;3054850380;true;true;true;minsalud;false;false;true;false;true;1253;Armenia;Bogotá;true;extranjero;null
1768016051;Esteban Aristizabal;36;antoniafigueroa670@gmail.com;3024627132;true;true;true;policia;true;true;false;false;true;234;Pereira;Santa Marta;true;extranjero;null
1614746948;Esteban Ramirez;46;danielagutierrez408@gmail.com;3074195433;true;false;false;inpec;true;true;false;false;false;404;Santa Marta;Bucaramanga;true;colfondos;null
1623455757;Ludwin Lopez;44;mercedezlopez862@gmail.com;3160270424;true;false;false;minsalud;true;true;true;true;false;1250;Cartagena;Santa Marta;false;proteccion;null
1696071001;Camila Lopez;46;camilaaristizabal863@gmail.com;3168765619;true;true;false;inpec;false;false;false;false;false;1224;Bucaramanga;Armenia;true;proteccion;null
1514376752;Esteban Martinez;56;antoniamartinez443@gmail.com;3074231905;false;true;true;inpec;true;false;false;true;false;257;Manizales;Manizales;true;oldmutual;null
1047470736;Esteban Martinez;64;antoniafigueroa334@gmail.com;3151339460;true;true;false;policia;true;false;false;false;false;228;Cali;Cúcuta;false;porvenir;null
1578476619;David Martinez;43;davidhernandez711@gmail.com;3089632654;false;true;true;minsalud;true;true;true;false;false;483;Medellín;Armenia;false;porvenir;null
1607430321;Daniela Gonzalez;34;antoniafigueroa715@gmail.com;3004676542;false;true;true;minsalud;false;true;true;true;true;791;Bogotá;Pereira;true;porvenir;null
1864496201;Luis Gutierrez;89;davidaristizabal77@gmail.com;3185889662;false;true;false;mininterior;true;false;true;true;true;714;Pereira;Pereira;true;oldmutual;null
1883253271;Ludwin Arango;24;antonialopez104@gmail.com;3056918212;false;false;true;policia;true;true;true;false;true;874;Cúcuta;Santa Marta;false;oldmutual;null
1473675867;Luis Aristizabal;80;sebastiangonzalez548@gmail.com;3142372373;true;true;false;minsalud;false;true;true;true;false;85;Santa Marta;Cartagena;false;porvenir;null
1247063962;Natalia Arango;84;danielagutierrez141@gmail.com;3131152037;true;true;true;minsalud;true;true;false;true;true;311;Santa Marta;Armenia;true;proteccion;null
1271309158;Luis Gutierrez;31;danielafigueroa366@gmail.com;3129745223;false;false;false;mininterior;true;false;true;false;false;443;Bucaramanga;Bucaramanga;true;extranjero;null
