cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1251192473;Luis Arango;77;juangonzalez169@gmail.com;3028378988;false;false;false;policia;false;true;false;false;true;753;Cartagena;Cúcuta;true;oldmutual;null
1147505698;Sebastian Hernandez;18;danielagonzalez252@gmail.com;3153523410;false;true;false;inpec;true;false;true;true;false;694;Cali;Santa Marta;false;proteccion;null
1572738858;Camila Martinez;50;camilahernandez240@gmail.com;3124869772;true;false;true;minsalud;true;false;true;false;true;92;Barranquilla;Pereira;true;porvenir;null
1127120566;Daniela Figueroa;56;nataliafigueroa210@gmail.com;3061283495;true;false;false;minsalud;true;true;false;true;true;845;Armenia;Armenia;false;oldmutual;null
1230729719;Camila Arango;23;camilalopez41@gmail.com;3174591252;false;false;false;mininterior;false;false;false;true;false;342;Cúcuta;Manizales;false;proteccion;null
1186608132;Antonia Ramirez;28;camilaortiz517@gmail.com;3089683840;true;false;true;minsalud;false;false;false;true;false;1284;Medellín;Santa Marta;false;extranjero;null
1673394780;Camila Ortiz;32;juanhernandez225@gmail.com;3121075026;true;true;false;minsalud;true;true;true;false;true;180;Cúcuta;Medellín;true;extranjero;null
1855255464;Ana Hernandez;74;anaramirez900@gmail.com;3067183546;true;true;false;armada;true;true;false;false;true;485;Medellín;Bogotá;false;proteccion;null
1318750833;Camila Ramirez;74;nataliamartinez930@gmail.com;3081764446;false;true;true;armada;true;false;true;true;true;772;Cúcuta;Santa Marta;false;oldmutual;null
1200912764;Camila Gonzalez;30;camilaortiz143@gmail.com;3101283312;false;true;true;policia;true;true;false;true;false;171;Pereira;Cali;true;colfondos;null
1115532220;Ludwin Ortiz;27;danielalopez596@gmail.com;3123323357;true;true;false;policia;false;false;true;false;true;76;Santa Marta;Manizales;false;colfondos;null
1896470359;Antonia Ramirez;78;davidfigueroa50@gmail.com;3155256954;false;false;false;armada;false;true;true;false;true;304;Bogotá;Bogotá;true;extranjero;null
1807030165;David Arango;81;nataliagonzalez223@gmail.com;3169725564;false;true;true;armada;true;false;false;false;true;853;Bucaramanga;Pereira;true;colfondos;null
1308975073;Antonia Ortiz;64;davidmartinez494@gmail.com;3176778382;true;false;true;mininterior;false;true;true;false;false;1103;Manizales;Barranquilla;false;extranjero;null
1486942995;Mercedez Lopez;82;anafigueroa95@gmail.com;3051776352;false;true;true;minsalud;false;true;true;true;true;123;Barranquilla;Cartagena;false;extranjero;null
1352868523;Esteban Arango;79;camilaarango221@gmail.com;3139328139;false;true;true;mininterior;false;true;true;true;true;93;Pereira;Santa Marta;false;proteccion;null
1376939760;David Ortiz;43;danielaarango157@gmail.com;3002884734;false;false;false;mininterior;true;true;true;false;true;370;Bucaramanga;Cali;true;porvenir;null
1149174409;David Ortiz;28;ludwinmartinez127@gmail.com;3155908955;true;false;true;minsalud;true;false;false;false;false;1138;Cúcuta;Manizales;false;colfondos;null
1491755735;Camila Lopez;78;anahernandez76@gmail.com;3145622260;false;false;false;minsalud;true;false;true;true;false;0;Manizales;Manizales;true;colfondos;null
1759601501;Mercedez Hernandez;49;sebastianlopez531@gmail.com;3074241446;false;true;false;inpec;false;true;false;true;false;323;Cali;Bogotá;true;proteccion;null
1442565304;Juan Ortiz;20;estebanaristizabal919@gmail.com;3107886733;true;false;false;mininterior;false;false;true;false;false;337;Cali;Cúcuta;true;oldmutual;null
1269488743;Esteban Ortiz;44;ludwinhernandez546@gmail.com;3064356668;false;true;false;mininterior;true;false;true;true;false;470;Cartagena;Cali;true;colfondos;null
1867345487;Camila Ortiz;66;luisaristizabal617@gmail.com;3030240654;true;true;false;armada;true;false;false;false;false;231;Pereira;Santa Marta;false;oldmutual;null
1660998876;Ludwin Ortiz;90;juanhernandez648@gmail.com;3049574664;false;false;false;armada;false;false;true;true;false;327;Santa Marta;Armenia;true;porvenir;null
1075268078;Camila Hernandez;61;mercedezarango979@gmail.com;3026415380;false;true;false;minsalud;true;false;false;true;true;612;Santa Marta;Pereira;true;extranjero;null
1481190924;David Martinez;52;juanortiz964@gmail.com;3070771233;true;true;false;armada;false;false;false;false;true;165;Bucaramanga;Cúcuta;true;extranjero;null
1460827455;Ana Aristizabal;73;camilalopez417@gmail.com;3146191798;true;false;false;armada;false;true;false;true;false;1253;Cali;Manizales;false;porvenir;null
1051957713;Ludwin Hernandez;47;sebastiangonzalez381@gmail.com;3152205483;false;true;false;armada;false;true;false;false;true;1293;Cúcuta;Bogotá;false;proteccion;null
1162279173;Esteban Hernandez;50;nataliagutierrez522@gmail.com;3135225772;false;true;true;policia;false;false;false;true;false;1041;Manizales;Armenia;false;oldmutual;null
1195735137;Juan Figueroa;66;juangutierrez520@gmail.com;3190515472;true;true;false;minsalud;false;true;false;true;false;1286;Manizales;Medellín;false;colfondos;null
1641977657;Mercedez Aristizabal;23;davidarango1@gmail.com;3073368817;false;true;true;minsalud;false;true;false;false;false;446;Armenia;Cali;true;proteccion;null
1513234731;Esteban Gutierrez;31;ludwinfigueroa891@gmail.com;3000265278;true;true;true;minsalud;true;true;false;true;false;1103;Medellín;Santa Marta;true;extranjero;null
1744640038;Juan Ramirez;62;nataliagutierrez124@gmail.com;3075064415;true;true;true;inpec;false;true;true;false;false;1262;Bucaramanga;Manizales;false;proteccion;null
