cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1857933115;Sebastian Ortiz;55;estebanhernandez972@gmail.com;3127931301;false;true;true;minsalud;true;true;false;true;false;124;Cali;Manizales;false;proteccion;null
1858661299;Ana Figueroa;60;sebastianmartinez281@gmail.com;3144384508;false;false;true;mininterior;false;true;false;false;true;889;Cartagena;Santa Marta;true;extranjero;null
1558926079;Camila Ramirez;60;nataliagonzalez613@gmail.com;3006343051;false;false;true;minsalud;true;false;false;true;true;853;Bogotá;Cartagena;true;proteccion;null
1081289576;Luis Arango;41;davidarango321@gmail.com;3032578678;true;true;false;armada;false;true;true;true;true;274;Armenia;Manizales;false;oldmutual;null
1136354559;Daniela Hernandez;89;mercedezgutierrez36@gmail.com;3173359604;false;false;false;inpec;false;false;false;true;false;427;Bogotá;Manizales;false;proteccion;null
1806428456;Camila Martinez;46;ludwinhernandez733@gmail.com;3145005805;false;false;false;minsalud;false;true;false;true;true;778;Armenia;Pereira;true;proteccion;null
1374699303;Sebastian Gonzalez;39;camilaarango918@gmail.com;3193316473;true;true;true;policia;false;false;true;false;false;986;Santa Marta;Barranquilla;false;oldmutual;null
1239849394;Juan Ramirez;85;ludwinmartinez919@gmail.com;3192398954;true;true;true;inpec;false;false;false;false;false;795;Bucaramanga;Bogotá;false;extranjero;null
1721648698;Esteban Lopez;84;luisfigueroa110@gmail.com;3012690072;false;false;false;minsalud;false;true;true;true;true;36;Medellín;Cali;true;proteccion;null
1011323967;Mercedez Hernandez;89;antonialopez87@gmail.com;3028575787;true;true;true;minsalud;true;true;true;false;false;254;Medellín;Medellín;false;oldmutual;null
1051976501;Daniela Arango;86;ludwinfigueroa786@gmail.com;3134387449;true;true;true;policia;false;false;true;true;false;53;Medellín;Medellín;true;colfondos;null
1355150113;Sebastian Aristizabal;43;davidgonzalez838@gmail.com;3114457226;true;true;true;mininterior;false;true;false;false;false;849;Pereira;Armenia;false;proteccion;null
1223736116;Esteban Martinez;88;juangutierrez767@gmail.com;3083586988;true;false;false;armada;true;false;true;true;true;1233;Bogotá;Cúcuta;false;colfondos;null
1263832189;Ana Arango;38;ludwinhernandez3@gmail.com;3157376166;false;false;false;armada;true;false;true;false;false;688;Pereira;Barranquilla;false;extranjero;null
1830760413;Sebastian Gonzalez;19;ludwingutierrez348@gmail.com;3196178790;false;true;true;armada;false;false;true;false;false;701;Manizales;Cúcuta;false;oldmutual;null
1171471292;Daniela Arango;84;sebastianfigueroa769@gmail.com;3119794949;false;true;true;mininterior;false;true;false;true;true;877;Barranquilla;Manizales;true;porvenir;null
1419316977;Sebastian Hernandez;42;anagonzalez516@gmail.com;3021421856;false;true;false;armada;true;false;false;true;false;665;Santa Marta;Cúcuta;true;colfondos;null
1303696176;Natalia Ortiz;22;estebanfigueroa327@gmail.com;3162209907;true;true;false;inpec;false;true;false;true;true;1038;Bogotá;Cartagena;true;colfondos;null
1091694165;Antonia Hernandez;53;camilamartinez154@gmail.com;3104195432;true;false;true;minsalud;true;true;false;true;false;545;Bogotá;Armenia;false;colfondos;null
1575850950;Natalia Hernandez;90;nataliaramirez400@gmail.com;3123170871;false;true;false;minsalud;true;false;true;false;false;1122;Santa Marta;Manizales;false;colfondos;null
1763077838;Camila Ramirez;21;nataliaramirez68@gmail.com;3066961748;true;false;true;policia;true;true;true;true;true;541;Manizales;Pereira;true;extranjero;null
1576939893;Luis Hernandez;47;davidramirez768@gmail.com;3146079781;false;false;false;minsalud;false;true;false;false;true;700;Pereira;Santa Marta;true;porvenir;null
1156048668;Juan Figueroa;59;luisortiz705@gmail.com;3006000441;false;false;true;armada;false;false;false;true;false;1164;Bucaramanga;Armenia;false;extranjero;null
1148676127;Sebastian Ortiz;33;nataliaaristizabal149@gmail.com;3169893356;false;false;true;minsalud;true;false;false;true;true;592;Cartagena;Cúcuta;true;oldmutual;null
1651972661;Sebastian Gutierrez;86;danielaaristizabal823@gmail.com;3147051875;true;true;false;policia;false;true;false;true;false;180;Armenia;Bucaramanga;true;colfondos;null
1802978311;Camila Aristizabal;30;nataliaramirez141@gmail.com;3197045777;false;false;false;inpec;false;false;true;false;false;444;Santa Marta;Manizales;false;proteccion;null
1705906854;Mercedez Figueroa;87;estebanlopez850@gmail.com;3176296221;true;true;false;inpec;true;false;true;false;true;242;Cali;Medellín;false;extranjero;null
1510531706;Camila Ramirez;84;sebastianortiz359@gmail.com;3031583538;false;false;false;minsalud;false;true;false;false;true;53;Medellín;Cartagena;false;porvenir;null
1282532552;Ana Ramirez;61;sebastianfigueroa215@gmail.com;3162874925;false;true;false;policia;false;true;false;true;false;1058;Bogotá;Armenia;true;proteccion;null
1675530101;Antonia Gonzalez;62;ludwinortiz933@gmail.com;3187173579;false;true;false;policia;true;true;false;true;true;918;Cartagena;Cali;false;extranjero;null
1548012612;Luis Gonzalez;61;estebanfigueroa216@gmail.com;3088939008;false;true;false;armada;false;false;false;true;true;340;Pereira;Cartagena;true;porvenir;null
1190611358;Sebastian Arango;58;ludwinortiz770@gmail.com;3002993040;false;false;false;minsalud;false;false;false;true;false;359;Cúcuta;Bogotá;true;porvenir;null
1276994313;Juan Figueroa;62;juanlopez549@gmail.com;3170599534;true;false;false;inpec;true;true;true;false;false;489;Bogotá;Bucaramanga;false;oldmutual;null
1334300401;Ana Aristizabal;33;davidmartinez854@gmail.com;3157883487;true;false;true;mininterior;false;false;false;true;false;707;Medellín;Cúcuta;false;colfondos;null
1044417199;Ana Aristizabal;81;danielaramirez12@gmail.com;3018602074;false;false;false;policia;false;true;false;true;false;756;Armenia;Bogotá;false;porvenir;null
1428678642;Camila Ramirez;50;ludwinlopez663@gmail.com;3176560875;true;false;true;policia;true;false;true;false;true;1097;Bogotá;Cali;true;proteccion;null
1604128966;David Martinez;54;mercedezortiz332@gmail.com;3171475629;false;false;false;inpec;true;false;false;true;true;136;Armenia;Medellín;true;colfondos;null
1058364223;Esteban Martinez;33;estebangutierrez626@gmail.com;3073852830;true;true;false;minsalud;false;false;false;true;true;27;Santa Marta;Bogotá;true;proteccion;null
1634544855;Mercedez Gonzalez;60;juanhernandez24@gmail.com;3077469199;true;false;false;minsalud;false;true;false;false;false;10;Cartagena;Manizales;true;proteccion;null
1684447890;Ana Gonzalez;58;anamartinez233@gmail.com;3180926315;false;false;false;policia;false;true;false;false;true;300;Cúcuta;Cúcuta;false;porvenir;null
1138738515;Camila Aristizabal;18;nataliaaristizabal257@gmail.com;3165814770;false;true;false;minsalud;true;false;false;false;false;304;Cartagena;Santa Marta;true;extranjero;null
1659924880;Luis Hernandez;85;camilahernandez250@gmail.com;3191555645;false;true;true;policia;false;false;false;false;false;107;Armenia;Manizales;true;proteccion;null
1366099974;Sebastian Aristizabal;88;danielaortiz718@gmail.com;3124469744;false;true;true;armada;false;true;true;true;false;125;Manizales;Bogotá;false;porvenir;null
1239656687;Esteban Gutierrez;85;mercedezgutierrez483@gmail.com;3016329908;true;true;true;minsalud;true;true;true;false;false;403;Bucaramanga;Cartagena;true;proteccion;null
1448739209;Natalia Martinez;50;antoniaaristizabal313@gmail.com;3019169041;false;true;true;inpec;false;true;true;true;true;461;Cali;Santa Marta;false;proteccion;null
1384649659;Esteban Arango;49;ludwinmartinez246@gmail.com;3062087813;false;true;false;inpec;true;true;true;true;true;874;Cali;Santa Marta;true;oldmutual;null
1197569758;Luis Aristizabal;50;juanarango812@gmail.com;3011942076;true;true;true;armada;true;true;false;true;false;219;Medellín;Bucaramanga;true;porvenir;null
1054749888;Camila Aristizabal;44;mercedezlopez724@gmail.com;3068109685;true;false;false;mininterior;true;true;true;true;true;1247;Pereira;Barranquilla;true;proteccion;null
1257765666;Ana Aristizabal;51;luislopez539@gmail.com;3068919108;false;false;false;inpec;true;false;false;false;true;425;Manizales;Cartagena;true;colfondos;null
1485188107;Natalia Ortiz;31;sebastianmartinez214@gmail.com;3014643334;true;true;false;armada;true;false;true;false;false;333;Cali;Bucaramanga;false;colfondos;null
1656091734;Mercedez Figueroa;55;danielafigueroa336@gmail.com;3151920018;false;true;true;mininterior;false;true;true;false;true;239;Barranquilla;Pereira;false;colfondos;null
1270984590;Juan Gonzalez;75;ludwinramirez53@gmail.com;3121081440;true;false;false;mininterior;true;true;true;false;false;1011;Cartagena;Cartagena;false;proteccion;null
1676557253;Esteban Hernandez;53;danielaortiz376@gmail.com;3141618783;false;true;true;policia;true;false;false;true;false;257;Pereira;Bucaramanga;true;oldmutual;null
1532827374;Ludwin Martinez;73;mercedezortiz366@gmail.com;3070724215;true;true;true;minsalud;false;false;true;false;false;1046;Armenia;Manizales;false;colfondos;null
1866151727;Antonia Figueroa;31;mercedezfigueroa48@gmail.com;3128089041;false;false;false;minsalud;false;true;true;true;true;7;Manizales;Bogotá;true;colfondos;null
1607591339;Natalia Aristizabal;55;camilagonzalez102@gmail.com;3004635980;true;false;true;policia;false;true;true;true;false;741;Manizales;Pereira;false;oldmutual;null
1606061172;Camila Lopez;64;anaarango780@gmail.com;3106647391;true;false;true;mininterior;true;false;false;true;false;31;Bogotá;Cali;false;colfondos;null
1858389472;Antonia Gonzalez;80;danielalopez20@gmail.com;3015397692;false;true;true;policia;true;false;true;true;true;1051;Cali;Bogotá;false;proteccion;null
1826244609;Mercedez Martinez;87;anaortiz631@gmail.com;3117957169;false;false;false;policia;false;true;false;false;true;632;Cali;Santa Marta;false;extranjero;null
1244768963;Esteban Arango;32;luisramirez316@gmail.com;3061953113;false;false;true;armada;false;true;true;true;true;949;Cúcuta;Medellín;true;proteccion;null
1604935036;Sebastian Gutierrez;87;estebanmartinez385@gmail.com;3109199818;false;true;false;minsalud;false;true;true;false;false;594;Medellín;Bogotá;true;proteccion;null
1496420094;Camila Arango;24;anahernandez403@gmail.com;3157605421;true;true;false;mininterior;true;false;true;true;true;30;Cali;Bucaramanga;true;proteccion;null
1678522821;Mercedez Gonzalez;54;danielahernandez284@gmail.com;3003415097;false;true;true;mininterior;true;false;false;false;false;992;Cartagena;Bogotá;false;oldmutual;null
1574500034;Mercedez Lopez;55;antoniaaristizabal944@gmail.com;3166520625;true;true;false;armada;false;true;true;false;false;1277;Manizales;Medellín;false;oldmutual;null
1086383269;Luis Lopez;65;ludwinfigueroa279@gmail.com;3058542866;true;false;false;inpec;true;false;false;true;false;412;Armenia;Medellín;false;oldmutual;null
1833693705;Juan Lopez;80;juanlopez363@gmail.com;3148244429;false;true;true;armada;true;false;false;false;false;87;Pereira;Cúcuta;true;porvenir;null
1518166636;Ludwin Arango;79;camilalopez517@gmail.com;3175575002;false;true;false;policia;false;false;false;false;true;477;Medellín;Bucaramanga;false;proteccion;null
1229029853;Daniela Gutierrez;38;mercedezgutierrez680@gmail.com;3177246476;false;true;true;inpec;false;true;false;true;true;879;Medellín;Bogotá;false;oldmutual;null
1471222672;Mercedez Aristizabal;40;estebanarango316@gmail.com;3065357360;true;true;false;mininterior;true;false;false;false;true;746;Cúcuta;Cartagena;false;proteccion;null
1211673073;Sebastian Ramirez;20;nataliaaristizabal431@gmail.com;3013631369;true;true;false;inpec;false;false;false;true;false;468;Bogotá;Bogotá;false;colfondos;null
1150490132;Mercedez Martinez;74;sebastianfigueroa594@gmail.com;3055133910;true;false;true;inpec;false;false;false;false;false;1244;Bucaramanga;Barranquilla;true;extranjero;null
1754700504;David Figueroa;39;luishernandez871@gmail.com;3036043907;false;true;false;policia;true;true;false;false;true;641;Cúcuta;Cali;false;extranjero;null
1846620597;Luis Ortiz;21;analopez345@gmail.com;3059261200;false;true;false;minsalud;false;true;false;false;true;147;Cúcuta;Santa Marta;true;oldmutual;null
1048346846;Antonia Figueroa;43;nataliaaristizabal655@gmail.com;3138620537;true;false;true;armada;false;true;false;true;true;1291;Bucaramanga;Cúcuta;false;colfondos;null
1110702268;Daniela Arango;41;ludwinarango73@gmail.com;3086161626;true;false;true;armada;false;false;false;false;true;868;Cali;Cartagena;true;porvenir;null
1751492528;Ludwin Gutierrez;69;anagonzalez848@gmail.com;3171523587;true;false;false;mininterior;true;true;true;false;true;1138;Armenia;Bucaramanga;true;proteccion;null
1659782303;Daniela Gonzalez;65;nataliaarango846@gmail.com;3103861922;true;true;true;policia;true;true;false;true;true;639;Medellín;Pereira;true;porvenir;null
1124527354;Ana Gonzalez;51;sebastianaristizabal651@gmail.com;3036168464;false;true;true;inpec;false;true;true;false;false;1106;Pereira;Bogotá;true;oldmutual;null
1228154209;Daniela Gonzalez;60;anamartinez981@gmail.com;3107576863;false;true;true;minsalud;false;false;true;false;false;457;Armenia;Armenia;false;oldmutual;null
1348025249;Antonia Ramirez;76;danielahernandez526@gmail.com;3156773121;false;true;true;inpec;false;false;false;true;true;237;Bogotá;Bucaramanga;true;porvenir;null
1619053052;Natalia Arango;51;mercedezlopez274@gmail.com;3097906697;true;false;false;mininterior;true;false;true;true;false;694;Pereira;Armenia;false;oldmutual;null
1048762248;Luis Ortiz;46;danielaramirez281@gmail.com;3173847374;false;false;true;mininterior;false;true;false;true;false;850;Medellín;Manizales;false;colfondos;null
1145672679;David Arango;33;anahernandez605@gmail.com;3192911200;false;false;true;mininterior;true;true;false;false;false;1168;Armenia;Cali;true;extranjero;null
1665511964;Esteban Arango;22;davidhernandez688@gmail.com;3142077070;true;false;false;mininterior;true;false;true;true;false;346;Bucaramanga;Armenia;false;oldmutual;null
1881248899;Sebastian Lopez;47;luisaristizabal981@gmail.com;3128523377;true;true;true;mininterior;true;true;true;true;true;43;Cúcuta;Armenia;false;extranjero;null
1673781240;Luis Arango;66;nataliamartinez806@gmail.com;3072709171;true;false;true;armada;false;false;true;false;true;117;Cali;Medellín;true;proteccion;null
1712734731;Natalia Hernandez;87;mercedezmartinez857@gmail.com;3070964022;true;false;true;inpec;true;true;true;false;false;483;Barranquilla;Santa Marta;true;extranjero;null
1772152958;Sebastian Hernandez;42;ludwingutierrez444@gmail.com;3051362828;true;false;false;inpec;true;false;true;false;true;1087;Manizales;Pereira;true;oldmutual;null
1694859023;Daniela Hernandez;42;antoniaarango843@gmail.com;3182330252;false;true;true;policia;false;false;false;false;true;366;Armenia;Cúcuta;false;proteccion;null
1667338210;Mercedez Aristizabal;49;camilaarango660@gmail.com;3046302417;true;false;true;policia;true;false;false;false;false;1226;Santa Marta;Cúcuta;false;colfondos;null
1331286705;Sebastian Martinez;76;sebastiangutierrez539@gmail.com;3040163076;false;false;true;policia;true;false;false;true;false;225;Manizales;Santa Marta;false;extranjero;null
1323920660;Camila Aristizabal;84;davidgonzalez23@gmail.com;3034077363;true;true;false;policia;true;true;true;true;false;536;Bucaramanga;Santa Marta;true;extranjero;null
1149690234;Esteban Arango;78;anaortiz516@gmail.com;3115222337;true;false;true;armada;false;true;true;false;false;1193;Bogotá;Manizales;false;proteccion;null
1871544523;Sebastian Arango;52;nataliagonzalez140@gmail.com;3063456726;false;false;true;minsalud;true;false;false;false;false;998;Cali;Cartagena;false;porvenir;null
