cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1512909271;Antonia Martinez;58;analopez991@gmail.com;3094935622;false;false;false;minsalud;false;true;false;false;false;277;Pereira;Pereira;true;porvenir;null
1573304068;Esteban Arango;56;mercedezhernandez146@gmail.com;3168554372;false;true;true;policia;true;false;false;false;false;966;Manizales;Cúcuta;true;extranjero;null
1482586345;Antonia Martinez;69;sebastianmartinez113@gmail.com;3139209990;false;true;false;armada;true;false;false;false;true;1038;Bucaramanga;Pereira;false;porvenir;null
1089994038;Camila Ramirez;58;sebastiangutierrez259@gmail.com;3109101386;true;true;false;armada;true;false;false;false;true;1125;Barranquilla;Bogotá;false;oldmutual;null
1810739099;Esteban Martinez;90;estebanortiz408@gmail.com;3108488232;true;false;false;armada;true;false;false;false;false;886;Cali;Armenia;true;oldmutual;null
1005671024;Mercedez Hernandez;90;juanortiz854@gmail.com;3168433000;true;false;false;minsalud;true;true;true;false;false;92;Bogotá;Pereira;true;extranjero;null
1251528497;Sebastian Hernandez;33;camilamartinez336@gmail.com;3087088666;false;true;false;inpec;true;false;true;true;false;915;Medellín;Cali;false;extranjero;null
1317634311;Esteban Gonzalez;68;sebastianarango256@gmail.com;3170020149;true;false;false;armada;false;true;false;true;true;1006;Barranquilla;Pereira;true;colfondos;null
1670423859;Mercedez Gutierrez;31;estebanortiz352@gmail.com;3152664905;false;false;false;policia;false;true;false;false;true;662;Bucaramanga;Manizales;false;proteccion;null
1819298265;Natalia Aristizabal;77;luisortiz496@gmail.com;3085061126;false;true;true;armada;false;false;false;true;false;605;Bogotá;Bucaramanga;true;extranjero;null
1047732386;Juan Lopez;38;mercedezortiz260@gmail.com;3164068206;true;true;false;inpec;false;false;true;false;false;605;Barranquilla;Barranquilla;false;porvenir;null
1181058333;Antonia Lopez;45;camilaarango967@gmail.com;3064350041;false;false;true;minsalud;true;false;false;false;true;442;Cartagena;Cartagena;false;extranjero;null
1150500982;Ana Ramirez;62;anahernandez245@gmail.com;3119351158;false;false;false;policia;false;false;false;true;true;1034;Armenia;Cúcuta;true;colfondos;null
1708013046;Daniela Figueroa;31;camilamartinez358@gmail.com;3004840543;false;true;false;inpec;false;true;true;true;false;1098;Barranquilla;Cartagena;false;porvenir;null
1552323082;Sebastian Figueroa;37;mercedezmartinez374@gmail.com;3021916852;false;false;false;policia;true;false;true;true;true;1128;Bucaramanga;Pereira;true;oldmutual;null
1436503730;Sebastian Figueroa;57;mercedezmartinez918@gmail.com;3011010291;false;true;false;minsalud;false;true;true;false;true;313;Medellín;Bogotá;true;proteccion;null
1637256076;Sebastian Ortiz;58;juanaristizabal313@gmail.com;3177610910;false;false;true;policia;true;true;true;false;false;853;Cali;Armenia;false;extranjero;null
1245744604;Antonia Lopez;29;danielaaristizabal337@gmail.com;3074230686;true;true;true;policia;true;false;true;false;true;161;Santa Marta;Cartagena;true;colfondos;null
1185052699;Juan Arango;35;analopez80@gmail.com;3013516272;false;false;false;minsalud;false;false;false;false;false;799;Cali;Cartagena;false;colfondos;null
1506298401;Natalia Hernandez;39;nataliagutierrez301@gmail.com;3117330737;false;false;false;inpec;false;true;true;false;false;613;Cartagena;Bogotá;false;oldmutual;null
1164171940;Luis Lopez;60;anagonzalez838@gmail.com;3064786079;true;false;false;policia;true;false;true;true;true;709;Armenia;Cali;false;extranjero;null
1453580934;Daniela Aristizabal;53;natalialopez46@gmail.com;3061849976;false;true;true;mininterior;true;false;true;true;false;587;Bucaramanga;Cartagena;true;extranjero;null
1696001296;Ludwin Lopez;23;mercedezarango722@gmail.com;3040952992;false;false;true;mininterior;true;false;false;false;true;1194;Manizales;Santa Marta;false;colfondos;null
1303503632;Esteban Gutierrez;78;juanlopez870@gmail.com;3047797260;true;false;false;mininterior;false;false;false;true;false;38;Cartagena;Pereira;true;oldmutual;null
1280731282;Juan Gonzalez;53;estebanortiz729@gmail.com;3086549120;false;true;false;inpec;true;true;false;true;true;943;Bogotá;Medellín;false;oldmutual;null
1411091546;Sebastian Aristizabal;23;luisaristizabal291@gmail.com;3067268590;false;true;true;mininterior;false;true;false;true;true;1190;Bogotá;Armenia;false;extranjero;null
1194396338;Esteban Aristizabal;31;nataliaramirez328@gmail.com;3069886352;true;false;false;minsalud;false;true;false;true;false;519;Bogotá;Cali;true;oldmutual;null
1858967938;David Gutierrez;45;davidmartinez430@gmail.com;3112579405;false;false;true;minsalud;true;false;false;true;false;851;Santa Marta;Cúcuta;true;porvenir;null
1393813805;Sebastian Aristizabal;44;juanfigueroa470@gmail.com;3093929388;false;true;true;policia;true;true;true;true;false;952;Bogotá;Bucaramanga;true;extranjero;null
1421687629;Ana Ramirez;72;davidhernandez356@gmail.com;3036549875;true;true;true;minsalud;true;false;false;true;false;717;Pereira;Bogotá;true;proteccion;null
1354013115;David Lopez;21;ludwinhernandez230@gmail.com;3075696093;true;false;true;minsalud;true;false;true;false;true;623;Cali;Cali;false;porvenir;null
1564381042;Juan Ortiz;70;camilaaristizabal976@gmail.com;3117741398;false;true;true;mininterior;true;false;false;false;false;264;Pereira;Bogotá;false;colfondos;null
1350030914;Juan Hernandez;69;mercedezhernandez54@gmail.com;3190438007;true;false;true;minsalud;true;false;false;true;true;35;Cartagena;Pereira;false;colfondos;null
1442012737;Daniela Gutierrez;79;estebanaristizabal290@gmail.com;3179784606;true;false;false;inpec;false;false;false;false;false;529;Cartagena;Barranquilla;true;proteccion;null
1310924256;Daniela Ortiz;28;davidarango616@gmail.com;3176301907;true;false;true;policia;false;true;true;false;true;1291;Pereira;Cali;false;porvenir;null
1868685154;Esteban Lopez;69;camilaortiz595@gmail.com;3134097249;true;false;false;mininterior;true;false;false;true;false;90;Bucaramanga;Cartagena;true;oldmutual;null
1351218616;Esteban Hernandez;33;camilamartinez845@gmail.com;3060441989;false;true;false;mininterior;true;false;true;false;false;610;Cali;Medellín;true;porvenir;null
1821102419;Luis Gutierrez;36;camilagonzalez209@gmail.com;3196777813;false;false;true;mininterior;false;true;true;true;true;394;Medellín;Pereira;true;extranjero;null
1311133982;Daniela Aristizabal;43;davidgutierrez721@gmail.com;3084622620;false;true;false;mininterior;true;true;false;false;false;481;Bogotá;Medellín;false;proteccion;null
1761845118;Natalia Gonzalez;35;juanhernandez959@gmail.com;3095371839;true;true;false;armada;false;true;true;false;false;174;Manizales;Cartagena;false;oldmutual;null
1145737968;Natalia Martinez;42;analopez556@gmail.com;3097542281;false;true;false;minsalud;false;true;false;true;true;623;Cali;Medellín;false;extranjero;null
1897819280;Juan Figueroa;65;ludwinortiz690@gmail.com;3190509709;false;true;true;armada;false;true;true;false;true;1295;Armenia;Bucaramanga;false;extranjero;null
1689602066;Luis Ortiz;39;estebanfigueroa72@gmail.com;3004657894;false;false;false;policia;false;false;true;false;false;691;Bucaramanga;Bogotá;false;oldmutual;null
1630846181;Ana Ramirez;88;ludwinaristizabal38@gmail.com;3033250817;false;true;false;inpec;true;true;true;true;true;583;Cali;Manizales;true;porvenir;null
1239139058;Natalia Ortiz;41;davidfigueroa145@gmail.com;3029497648;true;true;false;minsalud;false;false;true;false;false;43;Santa Marta;Cartagena;false;porvenir;null
1460906310;Sebastian Lopez;70;danielamartinez393@gmail.com;3176476502;true;true;false;policia;false;true;false;true;true;94;Pereira;Bogotá;true;proteccion;null
1719533642;Ludwin Ortiz;30;ludwinhernandez926@gmail.com;3198671897;false;true;true;minsalud;false;true;false;true;false;353;Cartagena;Cúcuta;false;oldmutual;null
1728916037;Esteban Martinez;49;danielamartinez254@gmail.com;3125010026;true;false;true;inpec;true;true;true;true;true;871;Cali;Santa Marta;true;colfondos;null
1623896403;Esteban Ramirez;26;nataliagutierrez340@gmail.com;3128475517;true;true;false;minsalud;false;false;false;false;false;579;Santa Marta;Barranquilla;true;colfondos;null
1138810486;Natalia Hernandez;64;ludwinmartinez117@gmail.com;3196174942;false;true;true;mininterior;true;true;true;true;false;871;Santa Marta;Bogotá;false;porvenir;null
1595890262;Sebastian Ramirez;51;juanmartinez49@gmail.com;3089198047;true;false;false;mininterior;true;true;false;true;true;729;Cali;Cartagena;false;porvenir;null
1619630355;Antonia Gonzalez;75;sebastianfigueroa134@gmail.com;3096625848;false;true;false;minsalud;true;true;true;true;true;1170;Manizales;Barranquilla;false;oldmutual;null
1201090311;Camila Hernandez;63;antoniaramirez276@gmail.com;3008736503;true;false;false;minsalud;true;true;false;true;false;775;Bucaramanga;Cúcuta;false;extranjero;null
1359693478;Juan Ramirez;68;juanramirez429@gmail.com;3174273295;true;true;false;policia;true;true;false;true;false;1173;Bucaramanga;Pereira;true;proteccion;null
