cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1667497667;Antonia Aristizabal;60;mercedezmartinez601@gmail.com;3164838852;true;true;true;inpec;true;false;true;true;false;1011;Cartagena;Pereira;false;oldmutual;null
1458033477;Ludwin Lopez;33;ludwinortiz47@gmail.com;3159524604;true;true;false;minsalud;true;true;true;true;false;989;Medellín;Bucaramanga;true;colfondos;null
1683242341;David Martinez;51;sebastianlopez464@gmail.com;3035848568;false;true;true;policia;true;true;true;true;true;578;Cali;Pereira;false;porvenir;null
1417250117;Mercedez Hernandez;23;danielahernandez199@gmail.com;3105985430;false;true;false;inpec;true;true;true;true;true;647;Bucaramanga;Bogotá;true;extranjero;null
1492568068;Juan Lopez;89;ludwinarango281@gmail.com;3082712380;true;true;true;policia;true;true;false;true;false;207;Medellín;Cali;true;oldmutual;null
1545841080;Natalia Hernandez;43;estebangutierrez323@gmail.com;3187375978;true;true;false;minsalud;false;true;false;true;false;1001;Cartagena;Manizales;false;extranjero;null
1742762435;Luis Martinez;42;davidgutierrez60@gmail.com;3056569632;false;false;true;policia;true;true;false;true;true;679;Armenia;Cartagena;false;extranjero;null
1810678199;Natalia Figueroa;42;mercedezlopez249@gmail.com;3011719878;true;true;true;minsalud;false;true;false;false;true;717;Cali;Bucaramanga;false;proteccion;null
1545258706;Luis Arango;58;sebastiangutierrez563@gmail.com;3128506476;false;false;true;policia;false;false;false;false;true;806;Bucaramanga;Cúcuta;true;porvenir;null
1120611649;Ludwin Gutierrez;55;juanlopez658@gmail.com;3190610319;false;true;false;minsalud;false;true;true;true;false;1243;Manizales;Bucaramanga;false;oldmutual;null
1845851286;Ana Gutierrez;48;juanaristizabal874@gmail.com;3151890494;true;true;false;inpec;true;false;false;false;true;917;Bucaramanga;Medellín;false;colfondos;null
1201733843;Antonia Ramirez;33;luisaristizabal984@gmail.com;3178465230;true;true;true;policia;true;true;false;false;false;956;Bucaramanga;Cartagena;false;proteccion;null
