cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1577726585;Mercedez Hernandez;83;danielaortiz780@gmail.com;3146812709;false;true;true;inpec;true;true;true;true;true;1155;Medellín;Cartagena;true;colfondos;null
1474855015;Antonia Gutierrez;43;davidhernandez250@gmail.com;3100096556;true;false;true;inpec;true;false;true;false;false;587;Cúcuta;Bogotá;false;colfondos;null
1235331883;Daniela Lopez;63;anaramirez381@gmail.com;3196958920;true;false;false;policia;false;false;true;true;true;4;Pereira;Santa Marta;true;oldmutual;null
1871499025;Ludwin Lopez;26;luishernandez211@gmail.com;3177933395;true;false;true;inpec;false;false;false;true;false;591;Armenia;Bogotá;false;porvenir;null
1543822235;Antonia Ramirez;32;luisfigueroa656@gmail.com;3130984857;true;false;false;inpec;false;true;true;false;false;879;Barranquilla;Santa Marta;false;proteccion;null
1753783011;Juan Gutierrez;18;estebangutierrez53@gmail.com;3148374037;true;false;false;inpec;false;true;true;false;false;1036;Armenia;Medellín;true;porvenir;null
1839681761;Antonia Martinez;46;juanlopez578@gmail.com;3027274172;false;false;true;policia;true;false;true;false;true;398;Cartagena;Manizales;true;proteccion;null
1582541024;Sebastian Ramirez;44;juanortiz693@gmail.com;3079637796;true;true;false;minsalud;true;false;true;true;true;732;Pereira;Cúcuta;false;colfondos;null
1760146224;Juan Lopez;50;anaortiz493@gmail.com;3108797423;true;false;false;inpec;false;true;true;true;false;391;Barranquilla;Medellín;true;porvenir;null
1660556104;Natalia Ortiz;74;ludwinlopez824@gmail.com;3031150438;true;false;true;inpec;false;true;true;false;false;237;Manizales;Cúcuta;true;colfondos;null
1672109848;Natalia Gonzalez;48;camilafigueroa115@gmail.com;3024270017;false;true;true;armada;false;false;true;false;false;781;Cali;Armenia;false;extranjero;null
1765825999;Luis Lopez;24;nataliaortiz175@gmail.com;3012853389;false;true;true;policia;false;false;false;true;true;519;Bogotá;Armenia;true;extranjero;null
1447454617;Antonia Aristizabal;80;davidfigueroa314@gmail.com;3093537682;false;false;true;mininterior;false;true;true;false;false;649;Pereira;Pereira;true;colfondos;null
1209687665;Natalia Ortiz;79;mercedezfigueroa757@gmail.com;3002770638;false;true;true;policia;false;false;true;false;true;512;Medellín;Barranquilla;false;colfondos;null
1235327152;Juan Figueroa;34;anaarango917@gmail.com;3135425947;false;false;false;inpec;true;true;false;true;true;912;Cúcuta;Medellín;true;porvenir;null
1597370380;Sebastian Gutierrez;80;ludwinaristizabal867@gmail.com;3167227716;false;true;true;policia;true;true;false;true;false;357;Cúcuta;Bucaramanga;false;proteccion;null
1412867735;Daniela Aristizabal;53;danielaortiz428@gmail.com;3142477386;false;false;false;mininterior;false;false;false;true;true;454;Medellín;Manizales;false;proteccion;null
1617487739;Mercedez Arango;89;estebanramirez449@gmail.com;3020710826;true;true;false;policia;true;false;false;false;true;399;Bucaramanga;Cali;true;colfondos;null
1157179190;Sebastian Ortiz;56;ludwingutierrez92@gmail.com;3015820437;false;false;true;armada;false;true;false;true;true;744;Armenia;Santa Marta;false;proteccion;null
