cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1407608379;Sebastian Gutierrez;66;danielagonzalez214@gmail.com;3155010067;true;false;true;inpec;true;false;true;true;true;511;Manizales;Bogotá;false;oldmutual;null
1053731993;Sebastian Hernandez;35;anafigueroa96@gmail.com;3151966398;true;false;false;inpec;true;true;false;false;true;1111;Barranquilla;Cúcuta;false;proteccion;null
1119769696;Sebastian Arango;32;ludwingonzalez465@gmail.com;3032752711;true;false;false;inpec;true;true;true;false;true;578;Medellín;Pereira;false;proteccion;null
1440214682;Mercedez Hernandez;89;davidfigueroa233@gmail.com;3143520397;true;false;true;armada;false;false;true;true;false;1223;Pereira;Armenia;true;porvenir;null
1208476316;Juan Gutierrez;21;antoniaortiz51@gmail.com;3118765714;true;false;false;armada;false;true;true;false;false;830;Bogotá;Bucaramanga;false;porvenir;null
1165196885;Mercedez Gutierrez;39;sebastianfigueroa899@gmail.com;3118819462;false;false;true;inpec;false;true;false;true;false;175;Barranquilla;Santa Marta;false;porvenir;null
1173746832;Natalia Hernandez;50;davidortiz503@gmail.com;3020241649;false;true;true;armada;false;true;false;false;true;1045;Armenia;Medellín;false;colfondos;null
1236942118;Esteban Hernandez;41;juanhernandez188@gmail.com;3069726847;true;true;false;minsalud;false;true;false;false;false;1174;Cartagena;Manizales;false;oldmutual;null
1429356019;Juan Figueroa;50;davidlopez609@gmail.com;3160886696;true;false;true;policia;false;true;false;false;false;279;Bogotá;Armenia;true;colfondos;null
1203588178;Esteban Aristizabal;26;davidlopez945@gmail.com;3149144173;true;true;true;inpec;true;false;false;false;true;481;Barranquilla;Cali;false;colfondos;null
1272484035;Natalia Arango;64;antoniaarango465@gmail.com;3043347434;false;false;true;minsalud;true;true;true;false;false;568;Cartagena;Cúcuta;false;colfondos;null
1545392074;Juan Gonzalez;28;sebastiangonzalez993@gmail.com;3103554957;true;true;false;armada;true;false;true;true;false;1079;Santa Marta;Bucaramanga;true;porvenir;null
1711805656;Antonia Hernandez;56;camilamartinez815@gmail.com;3130199744;true;true;true;mininterior;false;true;true;false;true;217;Pereira;Pereira;false;porvenir;null
1164742566;Luis Martinez;77;luislopez898@gmail.com;3000976491;true;true;false;inpec;false;false;true;false;false;388;Cartagena;Pereira;true;proteccion;null
1392366296;Juan Figueroa;77;danielagutierrez154@gmail.com;3159809423;true;false;false;inpec;true;true;true;true;false;760;Cartagena;Cali;false;proteccion;null
1052244374;David Gonzalez;83;mercedezhernandez307@gmail.com;3191732119;true;true;false;minsalud;true;false;false;false;true;1079;Bucaramanga;Barranquilla;false;proteccion;null
1425077253;Daniela Hernandez;59;estebanaristizabal791@gmail.com;3038570295;false;true;true;inpec;true;true;false;false;true;1161;Cúcuta;Pereira;false;oldmutual;null
1666056858;Ludwin Arango;55;danielamartinez526@gmail.com;3171487032;true;false;false;minsalud;false;false;false;false;false;1167;Santa Marta;Pereira;false;oldmutual;null
1183947841;Juan Ramirez;70;juanlopez312@gmail.com;3109859752;true;true;true;armada;false;true;true;false;true;656;Medellín;Barranquilla;false;oldmutual;null
1085885756;Mercedez Lopez;35;camilafigueroa114@gmail.com;3092086886;false;false;true;policia;false;true;true;true;true;380;Cúcuta;Manizales;false;porvenir;null
1657833951;Sebastian Aristizabal;67;antoniaaristizabal102@gmail.com;3144859680;false;true;false;policia;false;true;false;false;true;617;Armenia;Cali;true;extranjero;null
1623606737;Ana Hernandez;46;juanortiz828@gmail.com;3096141272;false;false;true;mininterior;false;true;false;false;false;822;Pereira;Bucaramanga;false;colfondos;null
1168786180;Mercedez Gutierrez;55;ludwinramirez731@gmail.com;3039873487;false;true;false;armada;false;true;false;true;true;1260;Barranquilla;Barranquilla;true;proteccion;null
1555327613;Ludwin Martinez;84;ludwingutierrez713@gmail.com;3196996776;true;false;false;inpec;true;false;false;true;true;889;Cali;Bucaramanga;true;colfondos;null
1478070675;Daniela Martinez;19;davidlopez553@gmail.com;3186718228;false;false;false;minsalud;false;true;false;false;false;809;Bucaramanga;Manizales;false;porvenir;null
1759484066;Ana Hernandez;77;estebanaristizabal106@gmail.com;3128144885;false;false;true;mininterior;false;false;true;true;false;1064;Santa Marta;Santa Marta;false;proteccion;null
1809616641;Sebastian Arango;51;mercedezramirez756@gmail.com;3034783357;true;true;true;inpec;false;true;false;true;true;989;Cali;Bucaramanga;true;porvenir;null
1710052802;Antonia Aristizabal;39;mercedezfigueroa35@gmail.com;3194968403;false;false;true;mininterior;false;false;false;true;false;1075;Pereira;Manizales;false;extranjero;null
1459284079;Sebastian Hernandez;71;antoniaortiz19@gmail.com;3049320988;true;true;true;inpec;false;false;false;false;true;164;Bucaramanga;Armenia;false;proteccion;null
1674100914;Antonia Ramirez;71;anahernandez708@gmail.com;3042994863;false;false;false;inpec;false;true;true;true;true;810;Manizales;Manizales;true;colfondos;null
1004847221;David Gutierrez;54;davidgutierrez336@gmail.com;3182881714;true;false;false;minsalud;false;false;false;true;false;67;Santa Marta;Armenia;false;porvenir;null
1761312676;Juan Gonzalez;84;juanortiz43@gmail.com;3119958027;true;false;false;inpec;true;true;true;false;false;884;Manizales;Manizales;false;colfondos;null
1268558315;Juan Gutierrez;24;estebanortiz24@gmail.com;3052124799;true;false;true;inpec;false;true;false;false;false;864;Santa Marta;Armenia;true;oldmutual;null
1604266897;Camila Ortiz;68;ludwinhernandez817@gmail.com;3024054538;true;false;true;minsalud;true;false;false;true;false;744;Manizales;Barranquilla;false;colfondos;null
1430989080;Camila Figueroa;82;nataliaortiz718@gmail.com;3173621792;true;true;false;policia;false;true;false;true;true;657;Cúcuta;Bogotá;false;extranjero;null
1257957535;Luis Martinez;73;luismartinez624@gmail.com;3122463894;true;true;true;armada;false;true;false;true;false;939;Medellín;Santa Marta;false;extranjero;null
1762803458;Luis Lopez;50;mercedezmartinez80@gmail.com;3051737455;true;false;true;inpec;false;false;false;true;true;943;Bucaramanga;Bogotá;false;extranjero;null
1849086212;Camila Arango;90;mercedezaristizabal238@gmail.com;3117785314;false;false;false;armada;false;false;true;true;true;593;Cartagena;Santa Marta;false;colfondos;null
1444700768;David Ortiz;88;analopez561@gmail.com;3164191337;false;false;true;inpec;true;true;false;false;true;300;Santa Marta;Santa Marta;true;colfondos;null
1287679318;Juan Aristizabal;59;ludwinfigueroa484@gmail.com;3173800783;false;false;false;armada;false;false;true;true;true;1019;Cartagena;Manizales;true;colfondos;null
1384143011;David Hernandez;67;sebastianhernandez589@gmail.com;3092180105;false;true;false;minsalud;true;true;true;false;true;711;Santa Marta;Medellín;true;oldmutual;null
1782316583;Luis Figueroa;65;luisramirez144@gmail.com;3078145263;true;true;false;inpec;true;false;true;true;true;1253;Santa Marta;Cartagena;false;porvenir;null
1018938961;Antonia Hernandez;68;davidaristizabal410@gmail.com;3193458791;false;false;true;minsalud;false;false;true;true;false;628;Cali;Cúcuta;false;colfondos;null
1074281373;Daniela Lopez;78;danielaramirez786@gmail.com;3051280869;true;false;false;minsalud;false;false;true;false;true;722;Manizales;Santa Marta;false;proteccion;null
