cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1740158064;Daniela Hernandez;62;anahernandez406@gmail.com;3111668259;true;false;true;armada;false;true;false;true;false;886;Medellín;Cali;true;extranjero;null
1624420245;Ana Figueroa;41;davidfigueroa679@gmail.com;3067156646;true;false;true;policia;false;false;true;true;false;1293;Armenia;Bucaramanga;false;porvenir;null
1217875434;Esteban Arango;51;davidhernandez884@gmail.com;3070451879;true;true;true;mininterior;true;false;false;false;true;425;Barranquilla;Armenia;false;proteccion;null
1328385548;Mercedez Ortiz;29;davidgutierrez545@gmail.com;3131357458;false;false;true;inpec;true;false;false;true;false;1279;Santa Marta;Medellín;true;proteccion;null
1613974300;Natalia Gutierrez;65;davidramirez352@gmail.com;3160896301;false;false;true;inpec;true;false;true;false;true;1229;Pereira;Cali;false;extranjero;null
1079101461;Ludwin Lopez;40;sebastianaristizabal848@gmail.com;3061682326;false;false;false;mininterior;false;true;false;false;true;448;Barranquilla;Bogotá;false;extranjero;null
1873900708;Mercedez Ramirez;66;ludwinaristizabal390@gmail.com;3075132941;true;true;true;policia;true;false;false;false;false;335;Manizales;Cartagena;true;oldmutual;null
1417439755;Juan Lopez;45;analopez648@gmail.com;3000841577;true;true;true;minsalud;false;false;false;true;false;239;Medellín;Santa Marta;false;extranjero;null
1875640730;Sebastian Ortiz;85;danielalopez418@gmail.com;3177676636;false;false;false;mininterior;true;false;true;false;false;265;Medellín;Pereira;false;extranjero;null
1346173030;Ana Martinez;61;anaramirez343@gmail.com;3141412964;false;true;true;mininterior;false;false;false;false;false;86;Santa Marta;Cali;true;oldmutual;null
1068055077;Ana Ramirez;52;estebanlopez633@gmail.com;3038176019;true;false;true;mininterior;true;false;false;true;false;686;Medellín;Manizales;false;colfondos;null
1276226941;Esteban Aristizabal;77;danielamartinez624@gmail.com;3170720944;true;false;true;inpec;true;false;false;false;true;537;Manizales;Cartagena;false;extranjero;null
