cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1370012753;Juan Figueroa;70;danielaortiz880@gmail.com;3137138260;false;true;true;inpec;false;true;false;true;false;918;Manizales;Cali;false;extranjero;null
1868437282;Daniela Arango;62;davidgonzalez516@gmail.com;3062756728;false;true;false;minsalud;true;true;true;true;false;1122;Cartagena;Armenia;false;colfondos;null
1561118507;Daniela Arango;65;danielamartinez514@gmail.com;3015647059;false;false;false;mininterior;false;false;true;false;true;97;Cúcuta;Barranquilla;true;proteccion;null
1304115380;David Gutierrez;20;anamartinez489@gmail.com;3076638615;false;false;false;armada;false;false;true;true;true;893;Medellín;Cúcuta;true;oldmutual;null
1097576523;Mercedez Ortiz;76;davidhernandez50@gmail.com;3091198954;false;true;true;minsalud;false;false;true;false;false;772;Santa Marta;Pereira;false;porvenir;null
1602793833;Juan Aristizabal;39;danielaarango122@gmail.com;3057961772;true;true;true;policia;true;false;false;true;true;108;Armenia;Medellín;true;oldmutual;null
1136021893;Camila Arango;89;nataliagutierrez411@gmail.com;3023943761;true;true;true;policia;true;true;true;true;true;950;Cali;Cali;false;extranjero;null
1589398740;Luis Figueroa;79;camilaarango8@gmail.com;3108659531;false;false;true;inpec;true;true;true;true;true;235;Armenia;Pereira;false;colfondos;null
1131537841;Luis Arango;33;antoniaaristizabal65@gmail.com;3018041757;true;true;true;mininterior;true;false;false;false;false;235;Cúcuta;Medellín;false;colfondos;null
1230807863;Mercedez Hernandez;79;davidfigueroa778@gmail.com;3171097184;false;false;false;mininterior;true;true;true;false;false;282;Barranquilla;Armenia;true;oldmutual;null
1427382574;Camila Figueroa;57;luishernandez999@gmail.com;3148382337;true;false;true;policia;false;true;false;true;false;409;Cúcuta;Cali;false;oldmutual;null
1036637478;Esteban Gutierrez;37;sebastianaristizabal433@gmail.com;3145142343;false;true;false;mininterior;false;false;false;false;false;1244;Bogotá;Pereira;false;proteccion;null
1676656923;Luis Arango;82;camilahernandez224@gmail.com;3157078068;false;true;true;minsalud;true;false;false;false;true;37;Barranquilla;Bogotá;false;extranjero;null
1420329666;Esteban Ortiz;76;danielagutierrez30@gmail.com;3164331390;false;true;true;policia;false;true;false;true;true;1113;Santa Marta;Santa Marta;false;colfondos;null
1198930203;Natalia Arango;22;juanarango607@gmail.com;3010906490;true;false;false;armada;true;false;true;false;false;1203;Armenia;Pereira;true;porvenir;null
1497674904;Ana Gutierrez;73;analopez641@gmail.com;3141002109;true;false;true;minsalud;false;false;true;true;false;1266;Bucaramanga;Cúcuta;false;porvenir;null
1890904657;Esteban Hernandez;59;nataliaarango997@gmail.com;3040574417;true;true;false;policia;true;false;true;true;true;1239;Manizales;Manizales;true;colfondos;null
1049942193;Luis Gonzalez;26;mercedezortiz798@gmail.com;3194767558;false;false;false;armada;false;false;true;false;false;520;Cúcuta;Barranquilla;true;oldmutual;null
1700903662;David Aristizabal;37;anagonzalez528@gmail.com;3024822402;false;false;true;minsalud;false;true;true;true;true;285;Santa Marta;Cartagena;true;extranjero;null
1841283385;Sebastian Hernandez;73;juanaristizabal573@gmail.com;3017051038;true;true;true;minsalud;true;true;true;false;false;64;Bogotá;Cali;false;extranjero;null
1243222036;Mercedez Lopez;36;camilagonzalez433@gmail.com;3106001801;true;false;false;armada;false;true;true;false;false;280;Bucaramanga;Barranquilla;false;porvenir;null
