cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1576737702;Ana Lopez;19;nataliamartinez605@gmail.com;3030975073;true;false;false;minsalud;false;false;false;false;true;1074;Cúcuta;Barranquilla;false;oldmutual;null
1143295271;Juan Lopez;22;camilagonzalez840@gmail.com;3173519134;false;true;true;minsalud;true;false;false;false;true;639;Barranquilla;Armenia;true;extranjero;null
1544844351;Juan Gutierrez;21;danielahernandez150@gmail.com;3034130444;true;false;true;inpec;true;false;false;false;false;767;Medellín;Santa Marta;true;porvenir;null
1653523877;Camila Lopez;44;danielalopez716@gmail.com;3132420168;false;true;true;mininterior;false;true;false;false;true;916;Barranquilla;Santa Marta;false;oldmutual;null
1854706513;Camila Lopez;59;ludwinmartinez373@gmail.com;3006430217;false;false;false;inpec;false;true;true;true;false;847;Cartagena;Pereira;true;extranjero;null
1218015180;Camila Gutierrez;86;davidgutierrez338@gmail.com;3029210461;true;false;false;inpec;true;false;true;false;false;314;Bucaramanga;Cartagena;false;oldmutual;null
1662437107;Natalia Lopez;19;nataliaramirez840@gmail.com;3101621001;true;false;true;minsalud;true;true;false;false;true;1160;Cartagena;Cartagena;false;proteccion;null
1370804835;Ana Gutierrez;64;sebastianlopez398@gmail.com;3162353924;true;true;true;mininterior;true;true;true;true;false;275;Bogotá;Barranquilla;true;colfondos;null
1054068164;David Lopez;84;nataliahernandez85@gmail.com;3059469311;true;true;false;inpec;false;false;true;true;true;913;Manizales;Bucaramanga;true;porvenir;null
1325764641;David Lopez;39;antoniaaristizabal584@gmail.com;3173633843;true;false;true;mininterior;true;true;true;true;false;1032;Armenia;Cartagena;true;proteccion;null
1704264021;Juan Arango;80;luisarango719@gmail.com;3134947888;true;true;true;armada;false;false;false;true;false;1276;Santa Marta;Medellín;true;colfondos;null
1448427275;Ludwin Ortiz;33;luisaristizabal782@gmail.com;3005377579;false;false;true;armada;false;true;true;true;true;101;Cartagena;Manizales;false;proteccion;null
1419023967;Juan Martinez;51;ludwingutierrez129@gmail.com;3193102328;true;false;true;inpec;true;true;false;false;true;182;Santa Marta;Manizales;false;porvenir;null
1219080909;Luis Martinez;19;luisramirez97@gmail.com;3069693833;true;true;false;policia;true;true;true;false;true;491;Barranquilla;Cúcuta;false;colfondos;null
1825924780;Natalia Lopez;44;danielaarango778@gmail.com;3153243697;true;true;false;policia;false;false;true;false;false;443;Manizales;Armenia;false;proteccion;null
1486721621;Antonia Gutierrez;88;estebanarango642@gmail.com;3014260693;false;false;true;minsalud;true;true;true;false;false;690;Cúcuta;Manizales;false;extranjero;null
1302270319;Esteban Lopez;54;nataliagonzalez332@gmail.com;3022893089;true;false;true;mininterior;true;false;false;true;true;1177;Cúcuta;Bogotá;false;porvenir;null
1568719760;Ana Ortiz;22;antoniagonzalez996@gmail.com;3138948864;true;true;true;minsalud;true;false;true;false;true;470;Bucaramanga;Medellín;true;proteccion;null
1821170322;Ludwin Aristizabal;75;anahernandez932@gmail.com;3088366357;false;true;false;minsalud;true;false;false;true;false;940;Barranquilla;Cúcuta;true;oldmutual;null
