cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1839019925;Ludwin Ortiz;60;davidhernandez147@gmail.com;3137691678;false;true;false;inpec;false;true;false;false;true;705;Bogotá;Cali;false;colfondos;null
1800523423;Daniela Figueroa;68;sebastianarango559@gmail.com;3193972747;true;false;false;inpec;false;true;true;true;true;288;Santa Marta;Manizales;false;proteccion;null
1177145882;Mercedez Gonzalez;53;ludwinfigueroa300@gmail.com;3085754308;true;false;true;mininterior;false;true;false;true;false;571;Armenia;Manizales;true;proteccion;null
1429742661;Esteban Ramirez;51;camilaaristizabal595@gmail.com;3137733495;true;false;true;policia;false;false;false;false;true;677;Santa Marta;Cali;true;colfondos;null
1832915087;Daniela Aristizabal;26;natalialopez878@gmail.com;3001966676;true;true;false;inpec;false;true;false;true;false;149;Bogotá;Cúcuta;false;proteccion;null
1015003186;Natalia Arango;80;anaortiz724@gmail.com;3054014320;false;true;true;policia;true;false;true;false;false;694;Manizales;Armenia;false;colfondos;null
1068483510;Camila Aristizabal;86;luisramirez303@gmail.com;3036500615;false;true;false;armada;true;true;false;false;false;694;Armenia;Barranquilla;true;colfondos;null
1442911089;Esteban Ramirez;29;danielagutierrez394@gmail.com;3094965796;true;false;true;policia;false;false;true;true;true;734;Cartagena;Pereira;false;colfondos;null
1256543357;Juan Lopez;56;estebanlopez790@gmail.com;3029450826;true;false;false;policia;false;true;false;false;false;443;Cúcuta;Bucaramanga;false;proteccion;null
1462955444;Ana Ortiz;59;mercedezmartinez326@gmail.com;3057138014;false;false;false;armada;true;false;false;false;false;1111;Manizales;Santa Marta;true;colfondos;null
1489365539;Natalia Aristizabal;70;davidgutierrez573@gmail.com;3001690232;true;false;true;armada;true;true;false;false;true;463;Pereira;Cali;true;oldmutual;null
1113485221;Esteban Gutierrez;57;antoniamartinez20@gmail.com;3149448596;true;false;false;inpec;true;true;true;false;false;1149;Armenia;Armenia;true;proteccion;null
1633744743;Antonia Ramirez;80;nataliaaristizabal172@gmail.com;3066417449;true;false;true;inpec;true;false;true;true;true;386;Medellín;Cali;true;proteccion;null
1056254374;Antonia Hernandez;21;analopez25@gmail.com;3172137448;false;false;true;armada;false;true;true;false;false;792;Manizales;Santa Marta;true;colfondos;null
1749366730;Esteban Martinez;57;antoniaaristizabal929@gmail.com;3036814578;false;false;false;policia;false;true;true;true;false;1228;Armenia;Bogotá;false;extranjero;null
1677293051;Ana Arango;20;camilaaristizabal934@gmail.com;3165877528;true;false;true;minsalud;true;true;true;true;true;1083;Medellín;Barranquilla;true;colfondos;null
1254626162;Juan Aristizabal;19;luisaristizabal230@gmail.com;3104820092;false;true;true;armada;true;true;true;true;false;746;Medellín;Armenia;false;extranjero;null
1778329224;David Hernandez;48;anagutierrez549@gmail.com;3160967448;false;false;false;minsalud;false;true;false;true;false;964;Cali;Cali;true;colfondos;null
1153102530;Daniela Hernandez;27;antoniahernandez21@gmail.com;3019562940;false;true;false;minsalud;true;false;false;false;false;1285;Manizales;Cartagena;false;porvenir;null
1028386364;David Hernandez;31;camilagonzalez648@gmail.com;3005441325;false;true;true;policia;true;true;true;false;false;1269;Medellín;Manizales;true;proteccion;null
1159341535;Sebastian Ortiz;83;juanaristizabal728@gmail.com;3149563420;true;false;false;policia;false;false;true;false;false;491;Bogotá;Santa Marta;false;porvenir;null
1222083065;Ludwin Hernandez;69;nataliaortiz576@gmail.com;3164126114;false;false;true;inpec;false;false;true;true;true;572;Cali;Santa Marta;false;proteccion;null
1183590445;Juan Gonzalez;66;antoniaaristizabal930@gmail.com;3175250381;false;true;true;armada;true;false;true;false;false;691;Santa Marta;Cali;true;colfondos;null
1657924499;Ana Ortiz;73;ludwinarango73@gmail.com;3090836569;true;true;true;armada;false;false;true;false;false;212;Manizales;Bucaramanga;false;porvenir;null
1413747974;Antonia Figueroa;20;antoniahernandez832@gmail.com;3159276185;true;true;false;minsalud;true;false;true;false;true;1064;Pereira;Cúcuta;true;proteccion;null
1587681883;Ana Ortiz;26;luisfigueroa122@gmail.com;3005200566;true;true;true;armada;true;false;true;false;false;1274;Cúcuta;Bucaramanga;true;porvenir;null
1071391388;Daniela Aristizabal;62;anamartinez590@gmail.com;3071695264;false;false;true;mininterior;true;false;false;false;false;383;Armenia;Armenia;false;porvenir;null
1772214899;Antonia Gutierrez;84;anamartinez0@gmail.com;3103768478;true;true;true;policia;true;false;false;true;true;118;Pereira;Bucaramanga;true;oldmutual;null
1174970253;Ludwin Arango;52;mercedezaristizabal484@gmail.com;3099759718;true;true;true;policia;false;false;true;false;true;159;Bogotá;Armenia;false;porvenir;null
1115633546;Luis Ortiz;49;sebastianhernandez742@gmail.com;3020574668;true;true;true;mininterior;false;true;false;false;false;1096;Cúcuta;Cartagena;true;porvenir;null
1253849558;Luis Martinez;26;antoniafigueroa682@gmail.com;3145968674;false;false;false;mininterior;false;true;false;true;true;1100;Armenia;Pereira;true;proteccion;null
1861072297;Ludwin Aristizabal;40;camilagonzalez771@gmail.com;3137986342;false;false;true;mininterior;false;false;true;false;true;902;Cartagena;Santa Marta;false;oldmutual;null
1583203520;Mercedez Martinez;62;ludwinaristizabal98@gmail.com;3039582429;false;false;true;minsalud;true;false;false;false;true;166;Manizales;Medellín;true;porvenir;null
1344822705;David Martinez;57;ludwinarango675@gmail.com;3161660712;true;true;false;inpec;false;false;false;true;true;649;Bogotá;Medellín;false;proteccion;null
1784784043;Ana Figueroa;49;danielaramirez654@gmail.com;3062995887;false;true;false;inpec;true;true;true;false;true;132;Pereira;Cartagena;true;colfondos;null
1201410260;Camila Aristizabal;58;sebastianfigueroa221@gmail.com;3144917979;false;true;true;minsalud;false;false;false;true;true;449;Cartagena;Bucaramanga;true;extranjero;null
1145441925;Natalia Arango;86;estebangutierrez447@gmail.com;3015566928;true;true;false;minsalud;true;false;false;false;true;624;Armenia;Manizales;false;porvenir;null
1416352724;Mercedez Martinez;26;anagutierrez912@gmail.com;3006620550;false;true;false;mininterior;true;false;false;true;false;1020;Armenia;Bogotá;true;porvenir;null
1382228673;David Figueroa;87;antoniagonzalez181@gmail.com;3183748803;false;true;true;minsalud;false;true;true;false;true;324;Pereira;Cali;true;proteccion;null
1065562646;Mercedez Arango;33;luismartinez739@gmail.com;3116614934;false;true;true;armada;true;false;true;true;true;277;Cúcuta;Cúcuta;true;colfondos;null
1081775391;Camila Ramirez;26;estebanramirez953@gmail.com;3196266920;false;false;true;armada;false;false;true;true;false;681;Bogotá;Bogotá;false;oldmutual;null
1363476313;David Gonzalez;61;antoniaarango114@gmail.com;3140946725;false;false;true;policia;true;true;false;true;false;567;Cali;Cartagena;false;proteccion;null
1810759180;Antonia Ortiz;60;estebangutierrez629@gmail.com;3196152502;false;false;true;policia;true;false;true;false;true;1156;Manizales;Bucaramanga;false;proteccion;null
