cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1423947599;Camila Hernandez;25;analopez322@gmail.com;3088525059;false;true;false;policia;true;false;true;true;true;506;Medellín;Manizales;true;oldmutual;null
1312147457;Mercedez Ortiz;70;antoniagonzalez829@gmail.com;3033370005;true;true;false;mininterior;true;false;true;false;true;930;Santa Marta;Cartagena;true;colfondos;null
1828179286;Antonia Ramirez;76;luisgonzalez775@gmail.com;3143694625;false;true;true;inpec;false;false;false;true;true;43;Barranquilla;Barranquilla;false;oldmutual;null
1813838434;Natalia Ramirez;65;nataliamartinez537@gmail.com;3172950962;true;false;true;minsalud;true;true;false;true;false;953;Pereira;Bogotá;false;proteccion;null
1355147181;David Figueroa;41;danielagonzalez683@gmail.com;3160720371;true;true;false;inpec;true;true;true;false;true;819;Santa Marta;Cúcuta;false;proteccion;null
1426415318;Ludwin Ortiz;82;antoniamartinez839@gmail.com;3152516595;false;false;true;mininterior;false;false;false;false;false;912;Santa Marta;Bucaramanga;false;colfondos;null
1196339904;Esteban Arango;63;estebanaristizabal962@gmail.com;3043263503;false;false;false;armada;true;true;false;false;true;159;Bogotá;Cartagena;true;colfondos;null
1876711909;Antonia Lopez;66;juanortiz910@gmail.com;3041686950;true;false;false;inpec;true;false;false;true;false;69;Pereira;Bucaramanga;true;oldmutual;null
1817842624;Camila Ortiz;75;estebanaristizabal478@gmail.com;3065568451;true;false;false;policia;false;false;true;true;false;966;Medellín;Cúcuta;true;porvenir;null
1770598871;Ana Martinez;38;sebastiangonzalez725@gmail.com;3065284586;false;true;false;policia;false;true;true;true;false;783;Armenia;Cali;false;colfondos;null
1439941184;Juan Hernandez;42;juanaristizabal463@gmail.com;3084245352;true;false;false;policia;true;true;true;false;true;1066;Cartagena;Manizales;false;oldmutual;null
1062292343;Esteban Gutierrez;81;ludwinmartinez706@gmail.com;3100198894;true;false;true;armada;false;false;true;false;false;518;Armenia;Santa Marta;true;porvenir;null
1798859777;Mercedez Ramirez;63;ludwinramirez958@gmail.com;3112418644;false;false;false;inpec;false;false;false;false;false;1261;Armenia;Santa Marta;true;colfondos;null
1600363479;Ludwin Arango;43;antoniaortiz360@gmail.com;3199597458;true;false;false;minsalud;true;false;true;true;false;1181;Armenia;Cúcuta;true;oldmutual;null
1896789014;David Gutierrez;50;mercedezramirez389@gmail.com;3098066818;false;false;false;armada;false;true;false;false;true;942;Cartagena;Pereira;false;proteccion;null
1863385175;Esteban Lopez;80;mercedezaristizabal331@gmail.com;3028664359;true;false;true;mininterior;true;true;true;true;false;261;Santa Marta;Santa Marta;true;colfondos;null
1025107734;Sebastian Hernandez;71;estebangutierrez953@gmail.com;3124880183;false;false;true;mininterior;true;false;true;true;true;473;Barranquilla;Cúcuta;true;extranjero;null
1676107032;David Martinez;80;camilagonzalez813@gmail.com;3175541980;false;false;false;inpec;true;false;false;false;false;325;Cali;Santa Marta;true;porvenir;null
1247553159;Ana Arango;70;davidaristizabal364@gmail.com;3038035654;true;true;true;mininterior;true;false;false;false;false;915;Cúcuta;Bogotá;false;porvenir;null
1563886292;Esteban Martinez;67;luisgonzalez964@gmail.com;3010604434;true;true;false;mininterior;false;false;true;false;false;1219;Manizales;Bogotá;false;proteccion;null
1737113921;Luis Hernandez;63;luisgonzalez283@gmail.com;3114723315;false;false;false;armada;false;false;true;true;true;983;Manizales;Manizales;true;oldmutual;null
1192559474;Ludwin Hernandez;78;danielagutierrez144@gmail.com;3082168439;false;false;false;minsalud;true;false;true;false;false;1186;Cartagena;Manizales;true;porvenir;null
1074108244;Camila Hernandez;60;sebastianmartinez616@gmail.com;3146644866;false;true;true;minsalud;true;false;true;false;true;623;Cúcuta;Santa Marta;false;extranjero;null
1154968821;Natalia Ramirez;27;nataliahernandez12@gmail.com;3180055089;true;true;false;policia;false;true;true;false;true;1145;Santa Marta;Cúcuta;false;oldmutual;null
1540705050;Mercedez Gonzalez;35;antoniafigueroa78@gmail.com;3066624680;false;true;false;armada;true;true;false;false;true;852;Pereira;Medellín;false;proteccion;null
1569198885;Ana Martinez;30;camilaarango377@gmail.com;3174501278;true;false;false;inpec;false;false;true;false;true;603;Cali;Armenia;false;proteccion;null
1161338249;Sebastian Martinez;69;danielagonzalez690@gmail.com;3171003459;false;false;true;inpec;false;true;false;true;false;572;Medellín;Pereira;false;oldmutual;null
1088142195;David Hernandez;64;mercedezfigueroa116@gmail.com;3092452991;false;true;true;policia;false;true;false;true;true;682;Bogotá;Cúcuta;true;proteccion;null
1270489515;Mercedez Hernandez;71;anafigueroa246@gmail.com;3136590010;true;false;true;inpec;true;true;true;false;false;60;Cali;Santa Marta;true;porvenir;null
1195825274;Ana Aristizabal;85;davidarango148@gmail.com;3028577186;false;false;true;policia;true;true;false;true;false;1296;Pereira;Santa Marta;true;colfondos;null
1484746316;Daniela Gonzalez;27;sebastiangutierrez936@gmail.com;3192640094;true;true;false;policia;false;true;true;false;true;727;Cartagena;Armenia;true;porvenir;null
1846408928;Antonia Figueroa;38;nataliahernandez231@gmail.com;3021548399;false;false;true;minsalud;false;true;false;false;true;40;Cartagena;Manizales;true;porvenir;null
1710406952;David Figueroa;44;nataliaaristizabal635@gmail.com;3140275769;true;false;false;minsalud;false;false;true;true;true;827;Cartagena;Cartagena;false;oldmutual;null
1144218328;Juan Lopez;84;mercedezhernandez720@gmail.com;3067734317;true;false;false;inpec;false;false;false;true;false;135;Cali;Barranquilla;false;porvenir;null
1887121916;Daniela Gutierrez;75;ludwinlopez728@gmail.com;3014224496;true;true;true;mininterior;false;true;false;true;false;236;Santa Marta;Armenia;false;proteccion;null
1295439158;Natalia Hernandez;62;sebastianramirez480@gmail.com;3043106824;false;false;false;mininterior;true;false;true;true;true;643;Cali;Medellín;true;porvenir;null
