cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1437489402;David Lopez;24;luisgonzalez282@gmail.com;3119860914;true;false;true;mininterior;false;true;true;false;false;1175;Bucaramanga;Pereira;true;proteccion;null
1478185878;Ludwin Hernandez;44;juanaristizabal215@gmail.com;3135640410;true;true;true;inpec;true;false;true;true;true;1276;Cartagena;Santa Marta;false;extranjero;null
1266436865;Ludwin Figueroa;87;juanfigueroa376@gmail.com;3181853948;false;true;false;armada;false;true;true;true;false;159;Armenia;Santa Marta;false;porvenir;null
1846361722;Ludwin Gutierrez;35;nataliamartinez456@gmail.com;3169797142;true;true;false;inpec;true;false;false;false;true;620;Cali;Bucaramanga;true;proteccion;null
1612892543;Ana Aristizabal;72;davidfigueroa412@gmail.com;3148531546;true;false;true;policia;false;false;false;false;false;278;Armenia;Cúcuta;true;oldmutual;null
1729985118;Natalia Ramirez;48;antonialopez572@gmail.com;3012892290;false;false;false;policia;true;true;true;false;false;1274;Armenia;Armenia;true;porvenir;null
1763280611;Juan Hernandez;81;mercedezmartinez73@gmail.com;3062094007;true;true;false;policia;true;true;false;true;false;1059;Cali;Santa Marta;false;proteccion;null
1805581348;Antonia Hernandez;69;estebanaristizabal942@gmail.com;3197549093;false;true;true;mininterior;false;false;true;true;false;262;Santa Marta;Barranquilla;true;oldmutual;null
1721073102;Daniela Hernandez;70;camilaortiz404@gmail.com;3100179082;true;true;true;policia;false;false;true;false;false;526;Bogotá;Cali;true;porvenir;null
1579856795;Ludwin Ortiz;52;estebanortiz200@gmail.com;3094661397;true;false;true;policia;false;false;true;true;false;575;Cartagena;Cartagena;false;proteccion;null
1773747778;Camila Arango;70;ludwingonzalez232@gmail.com;3189632777;true;true;false;policia;false;true;true;true;false;911;Santa Marta;Pereira;true;extranjero;null
1135406175;Ana Figueroa;64;juanfigueroa420@gmail.com;3026127212;true;true;true;policia;true;false;false;false;true;766;Cúcuta;Cartagena;false;oldmutual;null
1102113910;Antonia Ortiz;34;antoniafigueroa510@gmail.com;3029028137;false;true;true;inpec;true;true;true;true;true;172;Bogotá;Cartagena;false;colfondos;null
