cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1766334108;Daniela Ortiz;56;mercedezaristizabal626@gmail.com;3190513353;false;false;false;minsalud;false;true;true;true;false;538;Barranquilla;Medellín;false;oldmutual;null
1420351948;Daniela Gonzalez;61;estebanarango199@gmail.com;3172763572;true;true;false;minsalud;true;false;false;false;true;412;Armenia;Cartagena;true;colfondos;null
1243778356;Mercedez Lopez;62;nataliahernandez555@gmail.com;3191603844;true;true;true;minsalud;false;true;true;true;false;169;Armenia;Cúcuta;true;colfondos;null
1256847430;Antonia Gonzalez;69;camilaramirez778@gmail.com;3016110969;true;false;true;minsalud;true;false;false;true;true;1114;Bogotá;Cartagena;false;porvenir;null
1001450170;Daniela Gonzalez;66;sebastianhernandez626@gmail.com;3085103812;false;false;true;policia;true;true;true;false;false;1070;Medellín;Cali;true;extranjero;null
1101400505;Natalia Figueroa;46;antoniafigueroa610@gmail.com;3051021026;true;false;true;inpec;true;true;true;false;false;1137;Cali;Cúcuta;false;extranjero;null
1221270468;Camila Ortiz;26;estebanfigueroa708@gmail.com;3174353004;false;false;false;inpec;true;true;false;true;true;1274;Cali;Manizales;false;proteccion;null
1525474871;Luis Arango;42;ludwinortiz527@gmail.com;3080956257;false;false;true;minsalud;false;true;false;true;false;746;Medellín;Cúcuta;true;colfondos;null
1836414973;Antonia Arango;75;juanfigueroa385@gmail.com;3179287168;true;false;true;armada;true;true;true;false;true;453;Manizales;Pereira;false;extranjero;null
1787485656;Juan Lopez;56;ludwinaristizabal154@gmail.com;3089665628;true;false;false;inpec;true;true;true;true;false;992;Bogotá;Armenia;true;proteccion;null
1023877429;Esteban Ramirez;58;sebastianramirez332@gmail.com;3194436967;true;true;true;inpec;true;false;true;false;false;649;Bucaramanga;Santa Marta;false;colfondos;null
1451363100;Ana Arango;88;ludwinortiz287@gmail.com;3199646553;false;true;true;inpec;true;false;true;true;false;1015;Santa Marta;Santa Marta;false;oldmutual;null
1880483488;Esteban Aristizabal;80;mercedezaristizabal209@gmail.com;3072811611;false;true;false;minsalud;false;false;false;false;true;576;Armenia;Manizales;false;colfondos;null
1264087983;Luis Martinez;87;antonialopez795@gmail.com;3100876713;false;true;false;mininterior;true;true;true;true;true;937;Bogotá;Manizales;false;porvenir;null
1354040785;Luis Gutierrez;31;ludwingutierrez485@gmail.com;3128169819;true;false;false;armada;false;false;true;false;false;104;Armenia;Cúcuta;true;extranjero;null
1143512062;Daniela Lopez;31;danielaramirez427@gmail.com;3027969581;true;false;true;minsalud;false;true;true;true;false;844;Cúcuta;Cartagena;true;extranjero;null
1090218078;Ludwin Ortiz;60;sebastianortiz444@gmail.com;3169924170;false;false;true;armada;false;false;false;false;false;1103;Cúcuta;Cartagena;false;oldmutual;null
1275112247;Sebastian Gonzalez;25;luisgonzalez792@gmail.com;3152110227;false;true;true;policia;false;false;true;false;true;177;Bogotá;Bogotá;false;porvenir;null
1011182314;David Figueroa;53;danielaortiz613@gmail.com;3136412548;false;false;true;mininterior;false;false;true;false;true;426;Pereira;Cúcuta;false;colfondos;null
1392216701;Antonia Martinez;62;sebastianarango680@gmail.com;3181773456;true;true;true;policia;false;true;true;true;false;18;Armenia;Pereira;false;oldmutual;null
1746221899;Mercedez Martinez;19;anagutierrez236@gmail.com;3030574758;false;false;false;minsalud;false;true;true;false;false;209;Bucaramanga;Bucaramanga;true;oldmutual;null
1091115691;Ludwin Ramirez;70;camilahernandez112@gmail.com;3101139263;false;false;true;armada;true;false;true;false;true;1090;Manizales;Medellín;true;colfondos;null
1320586102;Antonia Arango;60;estebangutierrez755@gmail.com;3146231221;false;true;false;policia;true;false;true;false;true;843;Cali;Santa Marta;true;porvenir;null
1749985235;Ana Hernandez;23;danielaramirez154@gmail.com;3175889045;false;false;true;mininterior;true;false;true;false;true;1078;Santa Marta;Manizales;true;colfondos;null
1211247180;Mercedez Hernandez;29;danielaortiz55@gmail.com;3172619694;true;false;true;inpec;false;false;false;false;true;401;Cartagena;Cúcuta;true;porvenir;null
1197123844;Antonia Ramirez;67;ludwinhernandez60@gmail.com;3088041070;true;false;false;policia;true;false;false;true;true;780;Cali;Cartagena;false;proteccion;null
1664181919;Juan Aristizabal;87;juanlopez364@gmail.com;3125388867;false;false;false;inpec;false;true;true;false;false;882;Santa Marta;Medellín;false;porvenir;null
1566259502;Luis Gutierrez;31;antoniaramirez596@gmail.com;3071399075;false;false;true;armada;false;true;false;true;false;1152;Pereira;Cúcuta;true;colfondos;null
1499349385;Mercedez Figueroa;35;juanaristizabal402@gmail.com;3130455492;true;true;true;mininterior;true;true;true;true;false;671;Manizales;Armenia;false;oldmutual;null
1614024701;Daniela Gonzalez;61;luishernandez721@gmail.com;3127976438;false;false;false;mininterior;false;true;true;true;true;592;Bucaramanga;Armenia;false;porvenir;null
1312916094;Sebastian Martinez;58;antoniahernandez577@gmail.com;3158899539;true;true;false;minsalud;false;false;false;true;true;805;Pereira;Barranquilla;true;porvenir;null
1399645408;Daniela Lopez;86;juanarango157@gmail.com;3023704559;true;false;true;inpec;true;false;false;true;true;306;Manizales;Armenia;false;colfondos;null
1896451775;David Ortiz;73;nataliaortiz717@gmail.com;3167369559;false;true;true;policia;false;true;true;true;true;604;Cali;Medellín;false;porvenir;null
1416029563;Daniela Hernandez;90;nataliagonzalez340@gmail.com;3142723896;true;true;true;policia;true;true;false;false;true;33;Manizales;Medellín;true;extranjero;null
1417337312;Natalia Lopez;75;antoniaaristizabal706@gmail.com;3186902749;true;true;false;minsalud;true;false;false;true;true;43;Armenia;Cartagena;true;oldmutual;null
1360748341;Ana Aristizabal;76;davidramirez960@gmail.com;3119824974;false;true;false;armada;false;false;false;true;true;1148;Bogotá;Pereira;false;extranjero;null
1615512570;Ana Aristizabal;53;camilagonzalez496@gmail.com;3177583425;false;false;false;armada;true;false;false;true;false;629;Armenia;Cúcuta;true;oldmutual;null
1655259931;David Martinez;62;mercedezgutierrez19@gmail.com;3126065795;true;false;true;armada;true;true;true;true;false;845;Barranquilla;Santa Marta;false;proteccion;null
1236402046;Mercedez Lopez;27;estebangonzalez389@gmail.com;3183477465;true;true;false;mininterior;true;true;true;false;true;484;Bucaramanga;Manizales;false;proteccion;null
1630526922;David Arango;47;danielaramirez307@gmail.com;3077017476;false;false;false;armada;true;true;true;false;true;720;Cartagena;Cúcuta;false;proteccion;null
1851030796;David Hernandez;48;estebangutierrez428@gmail.com;3042289276;true;false;true;minsalud;false;false;false;true;false;708;Armenia;Manizales;true;colfondos;null
1548212249;Ludwin Ortiz;38;anafigueroa888@gmail.com;3078648556;false;true;false;armada;true;false;true;true;true;896;Armenia;Cartagena;false;extranjero;null
1378604350;Mercedez Lopez;27;antoniahernandez621@gmail.com;3082577785;false;false;true;armada;false;false;false;true;true;75;Barranquilla;Pereira;true;porvenir;null
1619130967;Camila Lopez;79;camilahernandez932@gmail.com;3172130642;false;true;false;policia;true;false;true;true;true;671;Santa Marta;Bogotá;true;colfondos;null
1040521229;Esteban Martinez;48;analopez540@gmail.com;3059371217;true;false;false;mininterior;false;true;false;true;true;530;Manizales;Santa Marta;true;porvenir;null
1330267673;Sebastian Gutierrez;47;estebanarango107@gmail.com;3067367623;true;false;true;mininterior;false;true;true;true;true;700;Cartagena;Pereira;false;oldmutual;null
1752312383;Daniela Figueroa;31;sebastianaristizabal787@gmail.com;3100598893;true;true;true;minsalud;true;true;true;false;true;42;Cartagena;Cúcuta;true;oldmutual;null
1679602664;David Aristizabal;57;antoniaaristizabal986@gmail.com;3161367753;true;true;false;inpec;true;false;false;true;true;1026;Cartagena;Cali;false;oldmutual;null
1168845043;David Figueroa;70;danielafigueroa88@gmail.com;3021244838;true;true;true;policia;false;false;true;true;false;65;Bogotá;Barranquilla;false;extranjero;null
1292423176;Sebastian Arango;60;camilagonzalez9@gmail.com;3155309021;false;true;true;inpec;false;true;true;true;false;1120;Cartagena;Cúcuta;false;extranjero;null
1817636392;David Ramirez;43;anamartinez234@gmail.com;3108917983;false;false;true;policia;true;false;true;false;true;66;Cali;Manizales;false;oldmutual;null
1467545791;Luis Hernandez;19;estebanortiz312@gmail.com;3146901329;true;true;false;armada;false;true;true;true;false;79;Pereira;Medellín;true;proteccion;null
1225863590;Juan Gonzalez;52;juanlopez927@gmail.com;3011588097;true;true;false;mininterior;false;true;false;true;true;1078;Santa Marta;Cali;true;oldmutual;null
1583291348;Ludwin Lopez;78;mercedezarango417@gmail.com;3029564835;true;true;true;minsalud;true;true;false;true;true;977;Cartagena;Santa Marta;true;porvenir;null
1847479759;Daniela Figueroa;87;antoniaortiz929@gmail.com;3098750433;true;true;true;armada;false;true;true;true;true;530;Pereira;Barranquilla;true;proteccion;null
1319862240;Sebastian Lopez;41;anaaristizabal271@gmail.com;3081575087;false;true;false;mininterior;false;false;false;false;true;62;Cúcuta;Pereira;true;colfondos;null
1761988391;Esteban Aristizabal;68;davidarango649@gmail.com;3122144878;true;false;false;armada;true;false;false;false;false;452;Medellín;Barranquilla;true;proteccion;null
1026179520;Ana Arango;86;danielaaristizabal217@gmail.com;3179251719;true;false;false;inpec;false;true;true;false;false;510;Bucaramanga;Pereira;true;porvenir;null
1384025697;Camila Aristizabal;75;estebangutierrez871@gmail.com;3116436943;false;false;false;armada;true;true;false;true;true;1112;Cúcuta;Armenia;true;colfondos;null
1863158762;David Hernandez;46;danielafigueroa369@gmail.com;3086345375;false;true;true;armada;true;true;true;false;true;383;Manizales;Armenia;false;proteccion;null
1717883006;Sebastian Gutierrez;67;luishernandez868@gmail.com;3034572322;false;false;false;armada;false;false;true;true;true;477;Bogotá;Bucaramanga;true;colfondos;null
1247544805;Esteban Arango;31;camilaaristizabal398@gmail.com;3195691546;true;true;true;mininterior;true;false;false;true;false;554;Cúcuta;Medellín;false;porvenir;null
1424581143;Luis Ramirez;59;juanaristizabal848@gmail.com;3067648981;false;true;false;mininterior;true;false;true;false;false;91;Bucaramanga;Barranquilla;false;colfondos;null
1553994718;David Hernandez;18;nataliagutierrez709@gmail.com;3082437053;true;false;false;inpec;true;false;true;true;false;279;Cartagena;Santa Marta;true;proteccion;null
1202459074;Mercedez Aristizabal;44;juanmartinez232@gmail.com;3117502122;false;false;true;mininterior;true;false;true;true;true;163;Cúcuta;Cúcuta;true;proteccion;null
1379235935;Mercedez Arango;54;mercedezgonzalez677@gmail.com;3051580151;true;false;false;policia;true;true;false;true;false;1231;Bogotá;Bucaramanga;true;porvenir;null
1372372634;David Ramirez;64;antoniahernandez255@gmail.com;3088359763;false;true;false;mininterior;true;true;true;false;false;196;Cartagena;Medellín;false;extranjero;null
1085619746;Ana Arango;30;estebangutierrez817@gmail.com;3000365971;false;false;true;minsalud;true;true;true;false;false;1169;Manizales;Barranquilla;true;oldmutual;null
1454396384;Esteban Ramirez;44;davidgonzalez742@gmail.com;3021025710;true;true;false;inpec;false;false;false;true;true;617;Bucaramanga;Armenia;true;porvenir;null
1656235019;Ludwin Ramirez;35;anaarango247@gmail.com;3000499074;true;false;false;mininterior;false;true;false;true;false;968;Cúcuta;Pereira;true;proteccion;null
1233298118;Esteban Arango;49;mercedezfigueroa646@gmail.com;3105814951;true;true;true;mininterior;false;true;true;true;false;1249;Armenia;Cali;false;oldmutual;null
1877655356;Ludwin Arango;36;natalialopez750@gmail.com;3038918736;false;true;false;armada;false;true;true;true;false;757;Cúcuta;Armenia;false;oldmutual;null
1316198640;Juan Martinez;26;juanlopez785@gmail.com;3143524395;false;false;true;policia;false;true;true;false;false;273;Cartagena;Pereira;true;extranjero;null
1627545018;David Ortiz;25;ludwinmartinez164@gmail.com;3125099145;true;true;false;armada;true;true;true;true;true;380;Manizales;Bogotá;true;extranjero;null
1391343454;Camila Aristizabal;78;antonialopez603@gmail.com;3114464946;true;true;true;armada;true;false;true;false;false;309;Cúcuta;Pereira;false;colfondos;null
1386519349;Sebastian Gutierrez;60;nataliaortiz77@gmail.com;3017110837;false;false;true;mininterior;true;true;false;true;true;425;Bucaramanga;Medellín;false;oldmutual;null
1446414172;Natalia Gutierrez;53;anaortiz109@gmail.com;3075442872;false;true;false;armada;true;true;false;false;false;1291;Pereira;Medellín;true;extranjero;null
1559865869;Esteban Lopez;60;ludwinortiz904@gmail.com;3086725907;false;false;true;inpec;true;true;true;false;true;1200;Cali;Cartagena;false;proteccion;null
1205739637;David Arango;85;danielaarango916@gmail.com;3100843073;false;false;true;minsalud;false;false;true;true;true;1110;Cartagena;Armenia;true;oldmutual;null
1873343100;Natalia Gonzalez;81;davidfigueroa809@gmail.com;3049858462;false;true;false;mininterior;false;false;false;false;true;1294;Barranquilla;Bogotá;false;proteccion;null
1163285618;Luis Ramirez;32;sebastianaristizabal513@gmail.com;3102211572;true;true;false;armada;true;true;true;false;false;264;Manizales;Pereira;true;porvenir;null
1222460898;Sebastian Figueroa;40;danielamartinez382@gmail.com;3002059903;false;false;false;policia;false;true;true;false;false;365;Pereira;Barranquilla;false;proteccion;null
1687538604;Natalia Ortiz;41;juanarango193@gmail.com;3083304253;true;false;true;mininterior;false;true;false;true;true;1188;Armenia;Barranquilla;true;colfondos;null
1825754136;Camila Ortiz;64;anafigueroa44@gmail.com;3129585440;false;true;false;minsalud;false;true;true;true;true;560;Pereira;Pereira;true;proteccion;null
1210202325;Ludwin Ortiz;74;antonialopez107@gmail.com;3042598064;true;true;false;mininterior;true;true;true;false;false;259;Cúcuta;Bogotá;false;oldmutual;null
1393565817;Camila Gutierrez;26;camilaramirez356@gmail.com;3148351822;false;true;false;minsalud;false;false;true;true;false;866;Cali;Cúcuta;true;porvenir;null
1064695750;Antonia Gonzalez;48;camilaaristizabal679@gmail.com;3028388619;false;true;true;mininterior;true;false;true;false;false;752;Cúcuta;Cúcuta;false;extranjero;null
1593827477;Esteban Arango;50;sebastiangutierrez27@gmail.com;3182939444;false;false;true;minsalud;false;true;false;true;false;804;Manizales;Manizales;true;colfondos;null
1514140428;Natalia Hernandez;51;anamartinez907@gmail.com;3160054598;true;true;true;inpec;true;false;true;false;false;579;Santa Marta;Cartagena;false;colfondos;null
1581714346;Ludwin Ortiz;25;luisarango907@gmail.com;3176790432;false;true;false;inpec;false;true;true;true;true;141;Barranquilla;Bucaramanga;true;oldmutual;null
1370786489;Esteban Martinez;23;estebangonzalez169@gmail.com;3056010632;false;false;true;armada;true;true;true;true;false;1035;Pereira;Medellín;true;proteccion;null
1015044239;Ludwin Martinez;55;anagonzalez810@gmail.com;3197544654;true;false;false;mininterior;true;false;true;true;false;1285;Bucaramanga;Medellín;true;extranjero;null
1584190075;Ana Lopez;84;camilaarango492@gmail.com;3097500114;false;false;false;minsalud;false;true;false;true;true;682;Cartagena;Santa Marta;true;porvenir;null
1856886564;Esteban Aristizabal;54;mercedezortiz341@gmail.com;3181131316;false;false;false;minsalud;true;false;true;false;false;435;Santa Marta;Pereira;false;oldmutual;null
1767422019;Ludwin Martinez;75;ludwinaristizabal682@gmail.com;3144179092;false;true;true;policia;false;false;false;true;false;27;Pereira;Manizales;true;proteccion;null
1732543694;Natalia Ramirez;47;juanaristizabal689@gmail.com;3162432936;false;true;true;mininterior;false;true;true;true;true;576;Bogotá;Manizales;false;proteccion;null
1016204260;Mercedez Ramirez;66;antoniamartinez917@gmail.com;3120205681;true;false;true;policia;true;true;true;true;true;1149;Cartagena;Cúcuta;false;proteccion;null
1743503598;Natalia Figueroa;41;anamartinez295@gmail.com;3007508834;true;true;true;minsalud;true;true;false;false;false;614;Bogotá;Barranquilla;true;extranjero;null
1204147409;Juan Gonzalez;86;camilagonzalez186@gmail.com;3004131662;false;true;true;mininterior;false;true;false;false;false;464;Manizales;Armenia;false;colfondos;null
1472833431;Esteban Lopez;25;sebastianortiz609@gmail.com;3191441850;true;false;true;armada;true;true;true;true;false;801;Cúcuta;Bogotá;false;porvenir;null
