cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1488380408;Antonia Aristizabal;55;danielaaristizabal313@gmail.com;3172607556;true;true;true;policia;true;true;true;false;true;1279;Medellín;Cartagena;false;extranjero;null
1111205496;Ana Hernandez;80;juanarango76@gmail.com;3147020220;false;false;false;armada;false;false;true;true;true;543;Bucaramanga;Barranquilla;false;oldmutual;null
1186249026;Antonia Ortiz;45;camilagonzalez303@gmail.com;3117405397;true;true;false;inpec;true;true;false;false;true;282;Pereira;Manizales;false;extranjero;null
1298742681;Antonia Gutierrez;20;luisgonzalez751@gmail.com;3114287058;true;true;false;armada;true;true;true;false;true;104;Santa Marta;Barranquilla;false;proteccion;null
1363318717;Ana Ortiz;37;davidgonzalez38@gmail.com;3150537169;true;false;true;minsalud;true;true;true;true;true;510;Cali;Santa Marta;false;extranjero;null
1442562385;Ana Ortiz;26;luisgutierrez849@gmail.com;3057863999;true;false;false;mininterior;true;true;true;true;false;1236;Manizales;Pereira;true;colfondos;null
1810873952;Camila Aristizabal;45;sebastianramirez998@gmail.com;3106238479;true;true;true;policia;false;false;false;true;true;377;Cartagena;Santa Marta;false;extranjero;null
1859072629;Mercedez Lopez;67;camilagutierrez615@gmail.com;3136872923;true;false;false;armada;true;false;false;true;true;1296;Bucaramanga;Manizales;false;porvenir;null
1823281943;Ludwin Gutierrez;51;camilamartinez105@gmail.com;3006067051;false;true;true;armada;false;false;false;false;true;277;Cali;Barranquilla;true;proteccion;null
1885698172;Esteban Martinez;57;juanlopez585@gmail.com;3143224475;true;true;false;minsalud;true;false;false;true;false;1161;Pereira;Armenia;false;porvenir;null
1659837352;Natalia Ramirez;72;antoniahernandez285@gmail.com;3093979002;true;false;true;policia;true;false;false;false;true;927;Armenia;Santa Marta;false;colfondos;null
1301204844;Ana Lopez;54;ludwingonzalez72@gmail.com;3162064596;false;true;false;armada;false;true;false;true;true;1096;Armenia;Cartagena;false;porvenir;null
1091396490;Ludwin Martinez;50;ludwinarango493@gmail.com;3171115184;false;true;false;armada;false;false;true;true;false;266;Santa Marta;Bogotá;false;proteccion;null
1789874144;Antonia Ramirez;90;juanfigueroa25@gmail.com;3138915898;true;true;false;policia;true;false;true;true;true;224;Bogotá;Barranquilla;true;colfondos;null
1484779451;Ana Hernandez;19;estebangutierrez904@gmail.com;3193635842;false;true;true;inpec;true;true;false;false;false;560;Bucaramanga;Bucaramanga;true;porvenir;null
1001416872;Antonia Arango;33;antoniaortiz83@gmail.com;3195486083;true;true;false;armada;false;false;false;true;false;65;Cali;Santa Marta;true;porvenir;null
1885763477;Camila Aristizabal;51;ludwinmartinez371@gmail.com;3059392913;true;true;true;mininterior;false;true;true;true;true;838;Pereira;Santa Marta;true;colfondos;null
1849320547;Luis Martinez;25;danielahernandez658@gmail.com;3051750814;false;false;true;policia;false;true;false;false;false;355;Armenia;Armenia;false;extranjero;null
1252456046;Juan Lopez;34;camilamartinez335@gmail.com;3145130854;false;false;true;mininterior;true;true;false;true;true;1160;Santa Marta;Manizales;true;colfondos;null
1645590983;Luis Gutierrez;42;sebastianortiz961@gmail.com;3098152292;true;false;false;policia;true;false;true;true;true;247;Bogotá;Armenia;false;extranjero;null
1038634830;David Arango;19;sebastianmartinez703@gmail.com;3166387695;false;true;true;policia;false;false;false;true;false;728;Armenia;Bucaramanga;true;colfondos;null
