cedula;nombre;edad;correo;telefono;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanasCot;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
1596472221;Natalia Figueroa;23;sebastianmartinez172@gmail.com;3079950617;false;true;true;minsalud;false;false;false;true;true;847;Barranquilla;Cartagena;false;extranjero;null
1460079085;Sebastian Figueroa;21;antoniaramirez638@gmail.com;3040459987;true;false;true;minsalud;true;false;true;false;false;997;Armenia;Bogotá;false;proteccion;null
1200602433;Antonia Gonzalez;82;juanaristizabal102@gmail.com;3048393518;true;true;false;armada;false;true;true;false;false;817;Manizales;Cartagena;false;proteccion;null
1187112898;Esteban Gutierrez;31;juanaristizabal971@gmail.com;3178703868;true;true;true;policia;true;false;false;false;false;1224;Armenia;Bucaramanga;false;proteccion;null
1428436313;Esteban Martinez;18;nataliaortiz793@gmail.com;3089860059;true;true;false;inpec;false;false;true;false;false;477;Medellín;Cali;true;porvenir;null
1060260109;Luis Gutierrez;88;juanramirez442@gmail.com;3117143815;true;false;true;policia;false;false;true;true;true;248;Barranquilla;Cartagena;true;colfondos;null
1342157620;David Aristizabal;36;luisgutierrez346@gmail.com;3173171769;true;false;true;mininterior;true;false;true;true;true;1158;Medellín;Cartagena;true;oldmutual;null
1062649037;Natalia Hernandez;20;camilamartinez713@gmail.com;3058675783;true;true;true;policia;false;true;false;true;false;124;Armenia;Bogotá;true;extranjero;null
1289129028;Camila Aristizabal;69;luisramirez612@gmail.com;3124798152;true;false;false;minsalud;true;false;false;false;false;95;Armenia;Santa Marta;false;colfondos;null
1636127838;David Gutierrez;29;natalialopez156@gmail.com;3012435563;false;false;true;policia;false;false;true;false;false;666;Santa Marta;Pereira;false;proteccion;null
1036757388;Ana Gonzalez;24;camilafigueroa108@gmail.com;3143028509;true;true;true;armada;true;false;false;true;false;157;Barranquilla;Medellín;true;oldmutual;null
